,u,i,rating,rating_pred
81,13493,135342,6,1.3119661213193055
82,6249,135369,6,6.893032707728252
83,103,86408,6,6.416422248906066
84,14050,135761,6,6.821947830088259
85,5208,93410,6,6.512275568484113
86,636,137277,6,3.341720257295269
87,10360,122019,6,3.9915673243194254
88,1595,106142,5,6.803497526357832
89,12918,138181,6,5.864433378403826
90,3336,132677,6,1.2996138712548957
91,4346,22579,6,2.2371743977154948
92,11357,8666,6,1.3284101536292212
93,1839,10830,6,1.6985456297449815
94,51,111119,6,6.198750186408126
95,3822,64188,6,3.735896288260818
96,5598,30824,6,1.7913175506159407
97,590,15158,6,2.955381625587201
98,5003,64261,5,2.6669551829813254
99,1074,361,6,6.16671394325667
100,14131,31965,6,6.069880726204926
101,5885,61480,6,3.6975508272896906
102,19251,127083,6,1.4114258710501122
103,5622,147036,5,6.64042241501125
104,9341,28650,6,5.1004584220726805
105,1336,76859,1,4.204009303934265
106,7465,23116,6,3.7412948134518977
107,4528,132445,5,2.1333355741803537
108,7140,4790,6,1.3611446250990689
109,11040,53595,6,5.520088927780236
110,9406,147313,6,3.1933915588519772
111,6722,105392,6,3.927209480812106
112,1066,19634,6,3.4159299622441273
113,5441,17676,5,6.862209280258783
114,2336,31827,6,2.837232973389293
115,9275,96302,6,6.601724389093651
116,1377,12127,6,2.23042661366477
117,498,24634,6,1.570691103939698
118,8167,149405,5,6.54294692601866
119,13349,47717,6,2.169232705238966
120,2327,59949,6,1.6957985601044046
121,22920,90678,6,6.618556938554381
122,2144,1815,6,6.741456203123949
123,17530,151910,6,5.500435119998741
124,8638,8674,4,3.228863442356907
125,9084,28163,6,3.870538602345691
126,2425,32780,5,3.2689067657423583
127,1137,87781,5,5.74535297959826
128,12233,100795,4,1.4057755919481463
129,12502,113765,6,6.871836990500879
130,752,13778,6,1.4395238885207884
131,395,63463,5,3.075340282570836
132,1200,153492,6,1.5062428821272233
133,5416,154511,6,5.310963798483464
134,3049,134105,6,1.6470650055540523
135,541,31430,5,3.594156003613845
136,1112,53183,6,2.493944753856452
137,3460,6569,6,4.644231248376514
138,753,81066,5,6.7358121512579014
139,1996,96114,6,5.6861434523218595
140,3604,46522,6,3.150385043172075
141,18208,43748,5,5.269258245191285
142,7723,61029,5,6.879848472675928
143,3521,4294,6,2.824293693923984
144,1185,155954,5,3.27318314187114
145,11067,77703,6,4.645232735540814
146,3436,82370,3,3.927125426674376
147,8,156041,6,6.511240905233384
148,4773,25290,6,4.509791309260729
149,13910,119749,6,4.660032764490649
150,359,156061,6,3.7991750287923676
151,3029,46796,6,4.8158922429626605
152,2749,100344,6,6.605747605395053
153,13559,50265,1,4.57788020460527
154,4150,64203,6,2.7744537905934896
155,100,156373,6,4.371122155944104
156,14957,156352,6,6.462979843486103
157,16237,132020,1,3.399023561863945
158,2457,102112,6,5.368460875657013
159,1911,50909,6,5.817655236010298
160,3559,119437,5,6.976723651088323
161,8535,106123,6,4.62604445640324
162,1149,127741,6,6.323112905241846
163,23849,152911,6,3.305544820646677
164,16964,124277,6,5.518528275093716
165,1598,10393,5,3.4377423654272143
166,1589,99080,6,1.3605358881641167
167,1052,1074,6,3.363147621319601
168,3578,85047,5,6.366467959882386
169,19831,65109,6,3.508374118556939
170,1709,32937,5,4.5129543475536416
171,7213,70141,6,6.903709709282118
172,1692,64350,5,3.65802979503575
173,5487,2671,6,6.471873589349942
174,8350,136789,6,5.009830872434023
175,2009,32511,6,4.234848567259069
176,4389,54684,6,1.500662391695034
177,2769,32135,6,4.014092374188716
178,3556,30391,5,5.9994046283668245
179,315,101542,6,2.2390720154182926
180,20153,78213,5,6.793863605375756
181,21168,157499,6,1.5982021997399363
182,1066,63746,6,1.0231358683207676
183,10644,119515,5,3.9028801352364573
184,198,21304,1,5.6366254914866145
185,17474,147317,5,3.8158817082577965
186,372,103767,6,2.808920434573433
187,1267,147383,6,5.81132496863414
188,2190,162529,6,4.709990794792174
189,552,83359,6,6.554807936413498
190,15869,77154,6,4.482912014708683
191,508,100387,6,4.435158896511294
192,4514,40601,6,4.119328430832819
193,1174,77737,6,2.4740981506324884
194,1391,92497,6,6.352091379834681
195,8452,5193,6,4.262280304499346
196,37,92216,6,6.144509657843437
197,12655,50085,5,6.48338818280913
198,561,65899,6,3.789992879290306
199,462,8026,6,1.7167133435193858
200,15344,141217,6,3.86048723246748
201,13523,38016,5,4.982886082955297
202,11872,94258,6,2.0499962020349267
203,2849,119308,5,4.250096494875552
204,3002,72207,6,3.7221624930828745
205,201,45106,6,6.801234027197563
206,15414,129439,5,2.2902759081428785
207,3112,163678,6,6.455738695771875
208,6727,3660,4,4.228396793981708
209,271,163671,4,1.091272552344588
210,7595,161936,6,1.9613895372330639
211,19901,48168,5,4.867589000450953
212,839,279,6,6.347545433953343
213,831,86960,6,4.805700431180705
214,467,107662,5,4.005935141309838
215,11236,160708,6,2.738801891086182
216,274,61264,6,3.185369145588086
217,16205,11762,6,4.382662081828627
218,1034,84206,6,3.0868316582231046
219,2425,164474,6,6.798625009040245
220,5626,8523,6,1.641106690252538
221,772,35380,5,4.781221166667741
222,22791,85056,6,4.534813468190706
223,128,157680,6,5.104489357240417
224,11763,65619,6,3.356092948027978
225,13963,50710,6,4.534426576100025
226,2907,13041,6,4.678362274150974
227,9914,136883,6,3.7079166406117565
228,3840,140744,6,6.175996659497932
229,12676,13489,6,5.730219822507038
230,17853,160947,6,1.883988344710096
231,2891,24565,5,3.2302505896710785
232,6937,3820,4,1.6721201408625443
233,21661,147765,6,2.32891623956773
234,7349,108032,6,1.1449587232822689
235,3644,52651,6,5.593354842053232
236,2547,131918,2,6.990360872273895
237,11783,74052,6,5.058119607490992
238,829,4162,5,2.8757660260289466
239,24884,134551,1,4.968962680646796
240,1304,90427,6,6.157191267482691
241,2031,127852,5,4.442991461812948
242,1825,143310,1,3.828793508098524
243,15976,39192,6,3.623233994885046
244,23710,69585,6,1.3542356239366096
245,2425,37588,5,6.390645607699228
246,1966,115099,4,4.711724434962303
247,2042,164752,6,2.0541795028973007
248,6069,167753,5,3.632511691334175
249,10092,12074,6,2.934921667749413
250,9583,167743,6,5.98727107735433
251,23162,85063,6,5.580730960693259
252,16080,64712,5,1.831143370826109
253,8970,7480,6,3.2156672854357335
254,5309,121513,6,2.5928362006648893
255,1338,114945,6,4.81988425129577
256,3,21493,6,4.584039665065059
257,17,28195,6,6.1980747383947525
258,778,141777,6,2.645116704540139
259,746,167961,6,1.3763154856131776
260,6321,168038,6,2.8699035038544625
261,16555,61043,6,1.2293104396198387
262,14422,151590,6,3.660326647297929
263,8156,78960,6,3.215279417334905
264,1347,91247,6,5.968507056237362
265,1431,52522,5,1.0031354106258832
266,693,79587,6,4.101119971610416
267,6086,113928,5,2.5481568246813424
268,567,48143,6,6.9912778208596675
269,2377,142183,1,2.653213407868794
270,1573,82283,1,2.021626914195541
271,10086,124238,6,1.9099029149823545
272,3015,56388,6,2.645843447621828
273,3259,69097,6,2.258538785575207
274,20341,99184,6,3.1514820642290298
275,11329,47500,5,4.890808898888432
276,6277,4177,6,2.5575174104007035
277,1039,69972,6,2.460736506544427
278,993,18007,6,2.6886224100136
279,7318,48236,6,4.8289296172537375
280,210,148935,6,5.037662937366684
281,14394,13833,6,5.494836215668131
282,4217,1783,5,4.662679914669805
283,395,162356,5,3.8779722188256436
284,11452,12178,6,1.0301296454834001
285,12949,28879,6,6.365616735994345
286,5408,80096,6,6.6534013826529135
287,12085,9574,6,1.7709833078580943
288,1941,158930,6,6.811436547989623
289,5154,129522,6,4.298566231621647
290,2140,95540,6,2.1093599765730593
291,3,80957,6,4.019040465130383
292,1194,32886,5,6.161314325144094
293,1393,7926,6,2.6998937918134693
294,2048,13886,1,4.433493758797601
295,4351,151311,6,3.485867071687269
296,209,149048,6,4.65937952221548
297,274,147198,6,6.844210879531174
298,755,170543,6,6.97989566348849
299,6067,47335,6,1.2063070768819304
300,6290,107197,6,1.8642727697705208
301,7103,111865,6,1.4162510487809072
302,12378,139149,6,6.581336709764601
303,10483,57203,3,1.5986604366855135
304,901,4683,6,2.176136343586961
305,696,151452,6,1.0436251590602463
306,2961,34215,5,2.0671947115828644
307,1431,31260,6,3.903556718080103
308,9418,124230,1,1.6738520030063402
309,3575,137900,6,6.345339289008884
310,423,66996,6,6.899836766663938
311,12133,14169,6,4.142794781016644
312,4590,53910,6,6.052050682195492
313,1322,39762,6,3.392322176837037
314,105,129664,6,3.074668742141607
315,4563,105678,6,2.5468121935612738
316,330,124567,5,6.493110646333568
317,803,87717,6,5.502492985187082
318,4509,1944,6,2.4837881420495025
319,1963,161791,5,1.3484638577540835
320,2429,55907,5,4.086088866905772
321,10552,164496,6,4.194110077910521
322,2536,2088,6,5.582444928584087
323,1379,157879,5,3.772660549731291
324,6556,99969,6,1.3435869417182775
325,19881,155664,6,2.78498827573428
326,12408,168469,6,2.118136242409329
327,824,61274,6,3.179891551032424
328,1569,3754,4,3.948884401899777
329,3530,97240,5,4.966763797107017
330,803,29952,6,2.15792875157414
331,82,153532,6,5.575495876535678
332,322,128111,6,6.848991214448464
333,10,110391,5,3.005893295089785
334,2794,112981,5,4.918764742119206
335,3754,29165,6,3.53100432299661
336,4881,122779,6,1.1808655174534353
337,6713,171598,4,5.449396293723317
338,6543,39146,6,3.32787882371488
339,358,103960,5,4.45553191493886
340,13339,11908,6,4.459999845580647
341,863,60958,4,6.2988497424870005
342,12133,100654,6,2.3542988197362287
343,14400,59702,6,6.384459553465209
344,13524,75591,6,4.536365189073395
345,2225,119173,5,4.4337687782581146
346,12308,53102,5,5.35578546278916
347,5031,4126,6,2.3003922976490103
348,2741,54613,6,3.709784989358347
349,7347,126204,5,4.754837353562058
350,84,116572,4,4.141456583258636
351,1192,8003,6,4.021460437406844
352,4389,123074,6,5.386257542040532
353,1353,72436,6,3.8239244552905562
354,14280,139267,6,4.111045172951506
355,86,103986,6,1.1873364888078493
356,3178,96565,5,5.235097992753674
357,9564,6444,6,4.283762072548363
358,5885,114803,5,4.524717853698227
359,9593,71574,6,5.662164062181108
360,27,40699,6,6.4112859438824135
361,16988,140994,6,4.453385774195324
362,13544,41159,6,4.6119280994501
363,10545,45632,6,3.205845691024124
364,1035,93195,6,4.958014128946086
365,11434,53667,6,5.519052988096118
366,846,89947,5,5.062541421353208
367,6036,36005,6,1.972085537368118
368,3290,72253,6,4.755200612936902
369,619,15076,6,6.414418458389448
370,10405,55598,6,3.779152217194393
371,363,57768,5,3.115009701918659
372,353,93051,5,3.7946432104261665
373,1048,39515,5,4.0692338891742414
374,5330,2536,6,1.069137954993593
375,1558,163902,6,5.016732250844887
376,1720,669,6,6.07056692469172
377,15642,44557,6,6.979917909925906
378,330,73519,5,6.562143232267549
379,2703,54149,6,1.7983663626688935
380,14568,171702,6,2.800317597568085
381,12480,59131,3,4.827638824066064
382,13889,54984,3,1.1053667274104821
383,6963,35079,5,3.8996544019015027
384,7631,120292,6,5.853644893472619
385,10615,28165,5,2.6038503135831697
386,828,102699,6,1.3917754946260754
387,220,72352,6,3.512676685161493
388,705,167228,6,2.2400576064367934
389,3040,40765,6,6.574216816525997
390,2485,155731,6,2.10196500351264
391,10541,106083,5,4.3731352313381056
392,5248,132981,6,3.0781918863781192
393,3214,83532,5,3.2275782347154305
394,4605,2042,6,3.586387359731762
395,5918,69247,5,4.398180311340191
396,2342,21617,6,4.175227691124173
397,20369,82570,6,1.393919135717699
398,5789,142799,5,1.7829172242270583
399,6290,94801,6,5.814692882600565
400,12258,123721,5,3.678597442203863
401,1287,67087,6,5.260765100752679
402,5485,3869,6,5.233011702734437
403,17815,97948,4,2.8625472206204607
404,13877,172468,5,6.821919714377511
405,18116,165856,6,2.261018018634908
406,907,19942,6,6.059615874700494
407,322,58158,6,2.1258472894620493
408,1377,100022,6,3.972904971854164
409,5431,98964,6,1.2084639820568637
410,3865,52555,4,6.426493338858592
411,11783,92697,6,2.694173327021102
412,6748,169731,6,2.0119201649892666
413,4185,30147,5,6.454264877004187
414,23485,128791,6,6.6866923060164885
415,14130,109735,6,6.4179157136939
416,8817,71545,6,6.355223789803714
417,679,92542,5,5.07669089263269
418,2597,11579,6,2.6592888137184136
419,12455,82128,6,1.290185064359188
420,17094,20821,6,2.665294894314592
421,12171,86852,6,1.1893641122946956
422,5578,111252,6,5.04775234974697
423,6007,141290,6,6.424918066890608
424,1685,52047,6,5.477715486288622
425,22306,127000,6,2.3241055383236624
426,2831,102600,6,3.0584075679915808
427,6658,65803,1,1.2626240614048916
428,6701,108013,6,2.7069222670144812
429,5963,90160,6,5.830437571139602
430,1838,32845,6,5.429866482888894
431,1712,152292,6,1.8162216945824379
432,398,40542,6,6.830127826311482
433,7349,59116,5,2.586992815788472
434,6567,3483,6,5.202166344345433
435,17655,151059,6,6.890934782984844
436,470,176310,5,3.197800184779503
437,21664,37348,6,3.1849306623065403
438,3,34439,6,5.948823615923932
439,12859,42579,6,6.380029432949321
440,18452,25999,3,5.472494551607929
441,5116,37077,5,5.382019565998733
442,4648,106867,6,5.904018849876437
443,23288,72285,6,4.36937333508355
444,299,48405,6,1.1451700697885001
445,4293,176368,6,6.578622717362196
446,1454,36061,6,6.477104875352394
447,14566,146878,6,4.6393874147982554
448,890,176345,6,2.182392044758644
449,11492,144909,5,2.18370342370056
450,1791,68033,4,1.9735352063018519
451,2021,106058,6,6.242364779524193
452,13278,123206,6,6.637974262518682
453,10745,158237,6,4.909509680347627
454,7153,103088,5,2.7753686277475764
455,1300,15929,6,4.076132153906275
456,2210,90215,6,4.8409325007215225
457,1372,122995,5,4.961891758327522
458,651,9677,4,2.025864537467898
459,27,40343,6,5.707220721554483
460,1675,119016,6,6.266053174528534
461,3600,36895,6,2.298583685497876
462,213,91485,6,5.312119079138357
463,6976,130507,6,2.9625331102063788
464,2523,77519,6,6.638232181345479
465,17285,156434,1,3.639660926477379
466,121,10369,6,2.698967843083496
467,3,61938,6,6.628833637872057
468,3497,118834,4,6.3098381452446315
469,6626,51669,6,3.912622724065375
470,8791,122927,6,2.76919780395615
471,11201,8387,6,4.608097928571229
472,6848,112031,6,2.3845458128971444
473,9278,36062,6,1.2348051666180109
474,384,98884,6,6.783355887600226
475,4408,95158,6,4.8497152167537765
476,7489,21325,4,1.884151614761983
477,1786,9863,6,6.237254452308542
478,8104,102888,6,1.2422547664388846
479,24044,167355,6,3.2243772857894584
480,315,56058,1,3.1856266476338977
481,836,131401,6,1.6631104527419889
482,2210,143795,4,4.8045480878619795
483,8854,104128,6,2.9078836825932526
484,24427,146901,2,3.313069694456937
485,8697,7482,6,3.668915962560278
486,473,138310,6,4.788684039511515
487,11223,3225,6,1.8748942906056196
488,2150,73332,6,6.152567064655083
489,7723,145612,5,5.089808109054247
490,506,105403,6,2.1290830051407457
491,357,20160,6,1.3981006876719415
492,3017,138916,6,2.852548483395597
493,8619,18868,6,2.7827316068912284
494,2425,158151,6,5.667132590945698
495,3168,75270,6,6.528898123441369
496,5395,170563,6,6.034078626088261
497,7555,29880,6,3.0095616448099216
498,7033,89188,6,3.7847246077119117
499,25,9369,5,4.103642671859448
500,1931,38755,4,1.224227999787192
501,226,11102,6,1.4766613276725564
502,1417,59250,6,1.1306681460736623
503,14252,148033,6,2.3508878360798215
504,13463,13476,5,5.297149658477441
505,9377,167259,1,2.6862921752374778
506,2877,2691,6,4.567341978411388
507,10405,162813,6,5.765932344499167
508,480,96908,6,2.086688369972948
509,1709,146919,6,6.814898375936834
510,745,44551,6,1.1008676418660273
511,1564,118418,5,2.7699486140109024
512,2521,105416,6,6.677229452306735
513,3567,46142,4,4.751148221042001
514,4164,11669,6,5.97514185722966
515,18462,103452,5,1.7821423966303143
516,380,36212,6,1.9026696222400796
517,3575,27335,6,1.9765910244982265
518,1369,14150,6,6.223597465778688
519,6296,114131,6,5.164239720260277
520,6830,43071,6,5.2661186702757865
521,18977,64761,4,1.8604244778321797
522,1628,152159,6,6.908021127575506
523,10486,139238,6,4.893641903420805
524,567,34296,6,1.8663676829758644
525,1815,32541,6,6.798600452464277
526,1710,45866,6,3.466152374839141
527,8537,144565,6,2.4737040066270204
528,16848,166892,4,2.4404624110101505
529,8954,157740,6,1.918642838312582
530,4387,141126,6,2.360020148862189
531,5482,19469,6,4.758816263199684
532,3658,45593,6,4.814769374975395
533,4243,169901,6,3.1028198930002278
534,7556,146897,6,6.342914773649456
535,3907,1684,6,6.088191115602315
536,604,44699,1,4.461246254491635
537,848,133425,5,5.799978637124848
538,485,121511,6,4.108497998063948
539,100,68893,6,5.708441949894831
540,2043,8143,5,2.235270232293834
541,989,17768,6,4.579361836161557
542,15542,107375,6,3.8698338987062484
543,164,201,6,3.4591207722251047
544,5094,81837,6,1.3162373919906556
545,1705,40574,6,6.689490671041024
546,14073,107671,6,5.513443234123331
547,6256,93026,6,4.56315589781693
548,1675,95316,5,5.638694443955911
549,1239,129109,6,3.9570614721388586
550,1680,79089,6,4.129757624680049
551,380,46468,6,4.0970995533729875
552,15625,28705,5,6.99327661536561
553,3397,28774,5,1.5483252919158619
554,848,100923,5,6.892810102351443
555,2666,3019,6,6.69564705908069
556,7501,80236,6,4.639311905994159
557,17668,22701,6,5.654322448932062
558,8468,28381,6,5.103186271230534
559,6229,69341,1,4.314171053078589
560,1431,160680,6,6.151678408561117
561,282,146605,6,2.3460297626704776
562,1515,34049,5,4.144100649859916
563,17679,63577,6,6.049297807349899
564,132,175682,6,6.932161379875355
565,8080,36981,6,4.214209637382016
566,10585,156978,6,6.640801967356886
567,9251,17781,6,6.925891431443462
568,14359,169417,6,1.2058896510340031
569,4916,29768,6,4.307003118779612
570,143,88276,6,4.479582078801656
571,978,87565,6,1.329537112943311
572,570,28534,6,6.684531509524112
573,2911,98871,6,1.7149812663986583
574,9922,76934,6,2.523295186938893
575,3603,127172,5,3.8841636910130006
576,2835,115844,6,1.4646806641044754
577,2940,160702,6,1.2970754048377031
578,901,115659,6,5.35189774948837
579,121,27910,6,1.769888721926466
580,515,67159,6,3.7337860821212043
581,459,2848,6,3.4935208989156705
582,22957,135391,6,2.1623436878519797
583,3175,92292,6,6.28806088102424
584,542,44652,6,6.16565152871701
585,3655,121514,6,1.7035855007154528
586,1281,39227,6,5.218818593304489
587,11816,77155,6,6.908287498493722
588,1783,30000,6,6.488214537422014
589,1529,6190,6,4.731726864380617
590,1369,74804,6,5.676400434662343
591,12841,175726,6,3.8878953259027025
592,8919,15575,6,4.0170004316715895
593,6333,3300,6,1.7715865390578347
594,12930,127567,6,6.152136447458477
595,1535,27874,5,2.341314192475478
596,515,151526,6,2.2437588625563656
597,848,118163,5,4.996954396467098
598,6243,48398,6,2.4829237592698594
599,2359,170188,2,2.1789300511600325
600,12412,98186,6,4.847428774280209
601,15389,101819,5,1.8192205180970178
602,667,74300,6,5.230080603447725
603,6423,148059,6,6.9456502856733415
604,12153,38839,6,4.417726933085896
605,11574,96883,6,3.917953131923324
606,221,100946,5,2.81479745001789
607,6540,89888,6,1.9751187278651905
608,506,44664,5,2.5741323823854563
609,8961,71812,4,4.828414448686055
610,2288,128068,1,2.783877887041804
611,5905,18988,6,6.7831223080542955
612,21128,51497,5,5.043602562581362
613,9784,168743,6,4.097029417012758
614,836,82626,6,1.0990206162028726
615,1386,41603,6,1.9440315376130797
616,1372,7780,6,2.1864635000964494
617,8254,127506,6,1.2181387114508928
618,1369,91587,6,4.874840275044865
619,326,42168,1,6.133044630738623
620,1786,110203,5,4.154300612279129
621,11178,12406,6,1.417973836093835
622,2649,59869,6,6.417443074317435
623,388,86420,6,6.761686277759446
624,6747,3767,6,6.3762367370685595
625,4257,58562,6,2.8769104948937674
626,4989,98839,6,1.579400799465791
627,10,176014,6,4.5504008507955716
628,13825,23642,6,2.9359784064512855
629,9327,6098,6,1.7971792958101176
630,4974,49677,5,6.003664614630375
631,19303,29067,6,6.519296864242007
632,6046,105877,6,5.511265893556539
633,848,99998,1,5.8578300657623075
634,9910,144304,6,5.391109989721196
635,856,139631,6,1.086994879511472
636,557,49181,4,1.0320907127457275
637,279,73974,6,6.85325292545377
638,6461,55257,6,6.233389507370905
639,121,65599,5,6.777320009073329
640,3416,16150,6,5.702054217555364
641,463,136059,6,3.298572653592962
642,11196,31938,4,1.5571034770245935
643,2099,55226,5,5.549831614950178
644,21962,74837,5,2.917229600398924
645,3626,20691,5,6.178578792079552
646,2566,44289,6,2.134042549933419
647,1345,125939,6,4.0431655513592215
648,3175,51452,6,4.9090779335001
649,1570,63522,6,1.5783842762485614
650,2990,176539,6,6.4042145146705485
651,3043,55771,6,1.8937845929683357
652,2602,149320,6,5.2111603490958105
653,7502,140922,6,1.9434329771538803
654,18195,149739,6,5.180934139167812
655,8341,77723,6,6.274959213159751
656,3336,175105,6,4.1874750752569625
657,2187,55115,6,1.2705131642592995
658,5741,62885,6,2.157572908747275
659,1065,158334,6,4.540620399797226
660,551,103681,6,2.6315779577912632
661,1506,78357,6,2.458005976140021
662,2740,171911,5,6.151492523611267
663,2016,11933,6,2.206695264127683
664,14267,68749,6,5.249024634912586
665,544,33864,6,3.293702219130661
666,316,159152,6,3.0009347903309536
667,1304,76205,6,4.0431252936289885
668,2379,5589,6,4.445989051140227
669,208,149471,6,3.520226009336376
670,5805,131465,6,6.3744288355446965
671,480,33787,6,1.630208858405176
672,1949,129678,5,6.252589096505503
673,18801,32792,6,3.1350059684890805
674,679,20221,6,1.4406937851467068
675,541,129516,4,6.988551750945918
676,4399,104787,6,4.370860330694493
677,3088,98739,6,4.133576426786486
678,3268,165216,6,2.324693158323584
679,12909,135781,6,4.566083454057889
680,107,173166,6,1.5773327024815331
681,2783,20935,6,1.2227058018774846
682,1066,162545,5,4.683235505731733
683,4872,171244,6,3.3688139995878954
684,908,122140,6,1.54407644462018
685,77,160005,6,4.0041845570225085
686,10418,125064,5,2.2864936131103044
687,3987,60449,6,3.3833457456555402
688,170,4233,5,4.214617633749145
689,4753,143777,5,5.303206603287947
690,1668,2301,6,3.516824112963539
691,13000,153314,6,5.46728088756157
692,453,141528,6,2.7508539020480116
693,16839,117895,6,1.7470433697659435
694,2748,11283,5,3.984920364351085
695,542,133219,6,4.123684981896832
696,95,141468,6,2.3941985417538
697,15201,116769,6,3.011271900542207
698,13769,12810,6,1.0082046705608372
699,9858,119366,6,3.3355002240521467
700,593,98797,6,4.536553252752739
701,4691,43103,6,6.429422682404575
702,2913,5976,6,3.6734398674413997
703,3901,154564,6,2.766081594483352
704,22058,169138,6,4.8115585035449
705,453,95864,5,4.9071788913013
706,4887,75089,6,6.672399600164582
707,7713,12083,6,3.0049658071081
708,2228,124557,6,3.1111443595632187
709,2067,56425,6,6.867927889772769
710,100,104669,6,5.380884402719478
711,1390,21237,6,3.739326732184225
712,11878,19834,6,3.179893765218422
713,452,4967,5,3.5154215619932057
714,16455,19887,1,4.888153936887145
715,6674,121602,6,5.880937085060335
716,946,22967,5,2.4668843337317705
717,6673,22650,6,1.7029231156395037
718,3039,59107,6,1.3783909749744507
719,1497,160305,5,6.146287960803029
720,2096,1734,6,5.343734958070041
721,16848,71738,6,5.018286233784348
722,1705,97369,6,3.680337199793953
723,573,166967,6,1.780149719886109
724,515,4783,6,4.471928672291686
725,3465,81021,6,6.024346039821797
726,4312,143661,6,1.520153594822187
727,3167,142634,6,4.172136328078463
728,130,140095,6,1.255340146517822
729,4874,106485,6,2.9778334061298204
730,11035,92103,6,3.179230751603284
731,4232,32703,5,4.53809910149015
732,10579,61366,6,6.109987380929942
733,1682,157718,6,6.542471656193989
734,4315,166792,6,6.218210188859128
735,9723,130480,5,5.165641504221403
736,263,166448,6,4.549961635092037
737,12575,95309,1,2.40539586748858
738,3311,54571,6,6.489120388430097
739,1515,21781,5,2.8655465334380708
740,22274,72857,6,6.50648818567667
741,1795,41169,6,6.806335480198709
742,4765,122121,6,6.702467357047414
743,846,21814,6,4.224588632865683
744,3890,125435,6,3.7423818972680416
745,506,113961,6,1.6044979111407558
746,11155,160693,5,4.893596375165164
747,5212,135322,6,1.800954803697238
748,6289,23850,6,5.763368944173594
749,4699,122384,6,3.069420709836571
750,13068,11466,6,4.245094731841872
751,2156,147427,1,5.433596460294241
752,9414,69439,4,5.02966951630185
753,2195,35391,5,2.8838838042998107
754,3186,20858,6,5.410476789606684
755,2245,82257,5,4.560323289457934
756,2985,56174,6,5.87501516085182
757,20333,44093,6,6.871511975955827
758,17,87802,6,5.899935340497927
759,10180,30076,6,2.714844999142599
760,10725,72664,6,6.925766136704911
761,9246,142627,4,3.44901371887574
762,4492,49659,6,5.417084070573731
763,4950,107964,6,2.0065646893971114
764,2961,54644,6,3.834735718172963
765,10614,113525,6,4.7068519261820745
766,2273,34868,6,4.689039095632948
767,716,56555,6,3.205000304240728
768,18089,38896,6,3.094420741432537
769,128,170115,6,1.3946965648319718
770,2543,144458,6,2.2785728066939934
