,u,i,rating,rating_pred
7235,2304,64601,6,5.394736842105263
7539,2997,128535,6,5.9
7689,11866,104640,6,5.518518518518518
7793,137,42272,6,5.8004291845493565
7950,8385,91768,6,5.5
7983,386,77138,5,5.895348837209302
8028,6064,44367,6,5.733709987564913
8241,1359,1921,6,5.464285714285714
8338,552,103336,6,5.57
8400,7880,48058,6,5.6
8476,5442,129494,6,5.461538461538462
8521,276,50878,6,5.762886597938144
8583,17269,102591,4,5.0
8597,453,30810,6,5.694994179278231
8738,4497,52463,6,5.944444444444445
8816,17020,132583,6,5.6
8966,1770,56077,1,4.881506763029892
9330,2408,70144,6,5.6875
9423,17896,33563,6,5.333333333333333
9466,275,135287,6,5.783148558758315
9491,77,26470,5,5.635944700460829
9716,13493,135342,6,5.5
9749,6249,135369,6,5.729166666666667
9768,103,86408,6,5.732352941176471
10018,14050,135761,6,5.333333333333333
10315,5208,93410,6,6.0
10514,636,137277,6,5.6192660550458715
10617,10360,122019,6,6.0
10927,1595,106142,5,5.140625
10982,12918,138181,6,5.5
11130,3336,132677,6,5.666666666666667
11256,4346,22579,6,5.808510638297872
11405,11357,8666,6,6.0
11488,1839,10830,6,5.888888888888889
11937,51,111119,6,5.814814814814815
12376,3822,64188,6,5.928571428571429
12462,5598,30824,6,6.0
12542,590,15158,6,4.745222929936306
12605,5003,64261,5,5.714285714285714
12700,1074,361,6,6.0
12738,14131,31965,6,5.375
12804,5885,61480,6,5.0
12838,19251,127083,6,5.375
12931,5622,147036,5,5.65
13093,9341,28650,6,5.688524590163935
13172,1336,76859,1,4.8108108108108105
13227,7465,23116,6,5.875
13273,4528,132445,5,4.5
13348,7140,4790,6,6.0
13449,11040,53595,6,5.888888888888889
13516,9406,147313,6,5.222222222222222
13813,6722,105392,6,5.846153846153846
13956,1066,19634,6,5.7155172413793105
14308,5441,17676,5,4.5
14468,2336,31827,6,5.590909090909091
14757,9275,96302,6,6.0
14789,1377,12127,6,5.913043478260869
14900,498,24634,6,5.540229885057471
15050,8167,149405,5,5.5
15143,13349,47717,6,6.0
15231,2327,59949,6,5.387096774193548
15383,22920,90678,6,5.0
15452,2144,1815,6,5.398305084745763
15603,17530,151910,6,6.0
15658,8638,8674,4,5.4523809523809526
15691,9084,28163,6,5.933333333333334
15810,2425,32780,5,5.728395061728395
15906,1137,87781,5,5.6
15943,12233,100795,4,6.0
16037,12502,113765,6,1.8
16136,752,13778,6,5.87037037037037
16227,395,63463,5,4.680511182108626
16276,1200,153492,6,5.595628415300546
16680,5416,154511,6,5.9102686711579056
16810,3049,134105,6,6.0
16957,541,31430,5,5.253048780487805
17029,1112,53183,6,6.0
17180,3460,6569,6,5.772099109009695
17388,753,81066,5,5.020618556701031
17537,1996,96114,6,5.546762589928058
17583,3604,46522,6,5.747619047619048
17910,18208,43748,5,6.0
17972,7723,61029,5,5.613333333333333
18122,3521,4294,6,5.96875
18146,1185,155954,5,5.8931623931623935
18370,11067,77703,6,4.9
18438,3436,82370,3,5.0
18472,8,156041,6,5.5
18590,4773,25290,6,5.8936170212765955
18712,13910,119749,6,5.952230659178288
18748,359,156061,6,5.804804804804805
18869,3029,46796,6,5.196078431372549
18897,2749,100344,6,5.2407407407407405
19297,13559,50265,1,6.0
19331,4150,64203,6,6.0
19424,100,156373,6,5.769230769230769
19625,14957,156352,6,6.0
19710,16237,132020,1,5.777777777777778
19772,2457,102112,6,5.9393939393939394
20146,1911,50909,6,5.5722983856242285
20754,3559,119437,5,5.014084507042254
20822,8535,106123,6,6.0
20855,1149,127741,6,5.663793103448276
20977,23849,152911,6,3.0
21218,16964,124277,6,6.0
21380,1598,10393,5,5.171428571428572
21440,1589,99080,6,5.5
21481,1052,1074,6,5.595238095238095
21539,3578,85047,5,6.0
21596,19831,65109,6,5.25
21894,1709,32937,5,5.495268138801261
21970,7213,70141,6,5.833333333333333
22024,1692,64350,5,5.865921787709497
22106,5487,2671,6,6.0
22272,8350,136789,6,5.875
22438,2009,32511,6,5.923076923076923
22555,4389,54684,6,5.689329075671979
22762,2769,32135,6,6.0
22875,3556,30391,5,5.385135135135135
22937,315,101542,6,5.720338983050848
23031,20153,78213,5,6.0
23074,21168,157499,6,5.75
23097,1066,63746,6,5.7155172413793105
23146,10644,119515,5,5.75
23192,198,21304,1,5.75
23399,17474,147317,5,6.0
23432,372,103767,6,5.7368421052631575
23503,1267,147383,6,5.444444444444445
23565,2190,162529,6,5.9523809523809526
23640,552,83359,6,5.57
23801,15869,77154,6,6.0
23811,508,100387,6,5.632978723404255
24075,4514,40601,6,5.195121951219512
24308,1174,77737,6,5.918918918918919
24355,1391,92497,6,5.483516483516484
24472,8452,5193,6,4.333333333333333
24502,37,92216,6,5.96048632218845
24845,12655,50085,5,5.666666666666667
25082,561,65899,6,5.678082191780822
25255,462,8026,6,5.584677419354839
25523,15344,141217,6,5.944444444444445
25623,13523,38016,5,6.0
25705,11872,94258,6,5.75
25769,2849,119308,5,5.571428571428571
25863,3002,72207,6,4.666666666666667
25973,201,45106,6,5.171428571428572
26108,15414,129439,5,5.85
26192,3112,163678,6,5.743589743589744
26297,6727,3660,4,6.0
26333,271,163671,4,5.496774193548387
26496,7595,161936,6,5.981132075471698
26583,19901,48168,5,6.0
26603,839,279,6,6.0
26662,831,86960,6,5.579326923076923
26741,467,107662,5,5.177777777777778
26820,11236,160708,6,5.5
26921,274,61264,6,5.874251497005988
27044,16205,11762,6,6.0
27099,1034,84206,6,5.932203389830509
27178,2425,164474,6,5.728395061728395
27269,5626,8523,6,5.142857142857143
27287,772,35380,5,5.564516129032258
27384,22791,85056,6,6.0
27415,128,157680,6,5.784745762711864
27467,11763,65619,6,5.882352941176471
27585,13963,50710,6,4.857142857142857
27617,2907,13041,6,5.109589041095891
27834,9914,136883,6,5.0
27864,3840,140744,6,5.653333333333333
28044,12676,13489,6,5.666666666666667
28099,17853,160947,6,5.75
28210,2891,24565,5,5.145161290322581
28268,6937,3820,4,5.122448979591836
28383,21661,147765,6,6.0
28418,7349,108032,6,5.4156626506024095
28528,3644,52651,6,5.458333333333333
28593,2547,131918,2,5.282608695652174
28884,11783,74052,6,5.090909090909091
28968,829,4162,5,5.458333333333333
29079,24884,134551,1,1.0
29112,1304,90427,6,5.77683615819209
29516,2031,127852,5,5.62037037037037
29573,1825,143310,1,5.710791272572485
29859,15976,39192,6,5.055363958692993
30103,23710,69585,6,5.333333333333333
30226,2425,37588,5,5.728395061728395
30326,1966,115099,4,5.447916666666667
30384,2042,164752,6,5.924242424242424
30458,6069,167753,5,4.785714285714286
30581,10092,12074,6,5.666666666666667
30694,9583,167743,6,5.337432590615363
30785,23162,85063,6,6.0
31039,16080,64712,5,5.0
31202,8970,7480,6,5.333333333333333
31367,5309,121513,6,5.604166666666667
31445,1338,114945,6,5.857142857142857
31467,3,21493,6,5.815860215053763
31520,17,28195,6,5.70375
31573,778,141777,6,5.657004830917875
31618,746,167961,6,5.787878787878788
31691,6321,168038,6,5.857142857142857
31728,16555,61043,6,6.0
31907,14422,151590,6,5.545454545454546
32014,8156,78960,6,5.888888888888889
32123,1347,91247,6,5.782608695652174
32229,1431,52522,5,5.465189873417722
32270,693,79587,6,5.931818181818182
32490,6086,113928,5,5.933333333333334
32513,567,48143,6,5.448529411764706
32624,2377,142183,1,5.8076923076923075
32695,1573,82283,1,5.2772277227722775
32813,10086,124238,6,3.75
32853,3015,56388,6,5.96
32946,3259,69097,6,5.938271604938271
32989,20341,99184,6,5.4
33026,11329,47500,5,5.7
33118,6277,4177,6,5.7727272727272725
33163,1039,69972,6,4.708333333333333
33211,993,18007,6,5.372093023255814
33410,7318,48236,6,5.964285714285714
33525,210,148935,6,5.748201438848921
33611,14394,13833,6,4.6
33693,4217,1783,5,5.8
33730,395,162356,5,4.680511182108626
33944,11452,12178,6,5.4
34059,12949,28879,6,6.0
34166,5408,80096,6,6.0
34299,12085,9574,6,4.5
34356,1941,158930,6,6.0
34419,5154,129522,6,6.0
34545,2140,95540,6,5.411764705882353
34610,3,80957,6,5.815860215053763
34672,1194,32886,5,5.397058823529412
34763,1393,7926,6,5.761904761904762
34878,2048,13886,1,6.0
34988,4351,151311,6,5.555555555555555
35064,209,149048,6,4.846153846153846
35222,274,147198,6,5.874251497005988
35293,755,170543,6,5.712418300653595
35406,6067,47335,6,5.947368421052632
35590,6290,107197,6,5.9029983193142606
35817,7103,111865,6,5.375
36069,12378,139149,6,5.002662636264478
36205,10483,57203,3,4.908009481698644
36240,901,4683,6,5.956937799043062
36330,696,151452,6,5.613333333333333
36469,2961,34215,5,5.5964912280701755
36526,1431,31260,6,5.465189873417722
36803,9418,124230,1,5.838542418395253
36962,3575,137900,6,5.538461538461538
36990,423,66996,6,5.390826044676065
37057,12133,14169,6,5.916666666666667
37101,4590,53910,6,4.902439024390244
37135,1322,39762,6,5.851063829787234
37165,105,129664,6,5.698447893569845
37237,4563,105678,6,4.333333333333333
37255,330,124567,5,5.5809935205183585
37336,803,87717,6,5.3861386138613865
37556,4509,1944,6,5.214285714285714
37594,1963,161791,5,5.611940298507463
37710,2429,55907,5,5.038461538461538
37867,10552,164496,6,3.5
37959,2536,2088,6,5.655172413793103
38014,1379,157879,5,4.7712765957446805
38087,6556,99969,6,6.0
38267,19881,155664,6,5.25
38332,12408,168469,6,5.538461538461538
38354,824,61274,6,5.856643356643357
38498,1569,3754,4,4.481865284974093
38638,3530,97240,5,5.514563106796117
38671,803,29952,6,5.3861386138613865
38716,82,153532,6,5.83416087388282
38808,322,128111,6,5.496124031007752
38904,10,110391,5,5.644257703081233
39109,2794,112981,5,5.096774193548387
39171,3754,29165,6,5.222222222222222
39248,4881,122779,6,5.290322580645161
39325,6713,171598,4,6.0
39387,6543,39146,6,5.5
39450,358,103960,5,5.681614349775785
39534,13339,11908,6,6.0
39560,863,60958,4,5.147058823529412
39831,12133,100654,6,5.916666666666667
39960,14400,59702,6,5.0
40030,13524,75591,6,5.5
40196,2225,119173,5,5.633333333333334
40237,12308,53102,5,5.833333333333333
40268,5031,4126,6,5.6923076923076925
40407,2741,54613,6,5.852967242612419
40604,7347,126204,5,4.8
40644,84,116572,4,4.888888888888889
40765,1192,8003,6,5.661354581673307
40935,4389,123074,6,5.7272727272727275
40974,1353,72436,6,5.380165289256198
41059,14280,139267,6,5.875
41068,86,103986,6,5.258928571428571
41140,3178,96565,5,5.222222222222222
41205,9564,6444,6,5.75
41231,5885,114803,5,5.0
41277,9593,71574,6,4.526315789473684
41291,27,40699,6,5.673611111111111
41442,16988,140994,6,5.444444444444445
41529,13544,41159,6,5.0
41590,10545,45632,6,5.5
41677,1035,93195,6,5.155072463768116
41776,11434,53667,6,5.4448435542048985
41795,846,89947,5,5.866666666666666
41880,6036,36005,6,5.769230769230769
42017,3290,72253,6,5.604651162790698
42111,619,15076,6,5.701612903225806
42279,10405,55598,6,5.222222222222222
42461,363,57768,5,4.835051546391752
42484,353,93051,5,5.121546961325967
42511,1048,39515,5,5.851063829787234
42615,5330,2536,6,6.0
42694,1558,163902,6,5.488
42769,1720,669,6,6.0
42905,15642,44557,6,5.0
42920,330,73519,5,5.5809935205183585
43010,2703,54149,6,5.697183098591549
43176,14568,171702,6,5.5
43254,12480,59131,3,4.8
43381,13889,54984,3,5.0
43423,6963,35079,5,5.916666666666667
43548,7631,120292,6,5.181818181818182
43598,10615,28165,5,4.444444444444445
43622,828,102699,6,5.718475073313783
43678,220,72352,6,5.48881239242685
43839,705,167228,6,6.0
43915,3040,40765,6,5.140625
43951,2485,155731,6,5.382352941176471
44084,10541,106083,5,5.590909090909091
44126,5248,132981,6,5.320754716981132
44184,3214,83532,5,5.415094339622642
44234,4605,2042,6,5.7272727272727275
44371,5918,69247,5,5.205882352941177
44481,2342,21617,6,6.0
44617,20369,82570,6,6.0
44788,5789,142799,5,5.0
44889,6290,94801,6,5.9245283018867925
45006,12258,123721,5,5.823529411764706
45093,1287,67087,6,5.189655172413793
45184,5485,3869,6,5.711111111111111
45260,17815,97948,4,5.5
45295,13877,172468,5,5.579127177253235
45341,18116,165856,6,5.6
45360,907,19942,6,5.899159663865547
45394,322,58158,6,5.496124031007752
45467,1377,100022,6,5.913043478260869
45629,5431,98964,6,5.714285714285714
45718,3865,52555,4,5.656716417910448
45814,11783,92697,6,5.090909090909091
45852,6748,169731,6,5.0
45948,4185,30147,5,5.534883720930233
46102,23485,128791,6,6.0
46151,14130,109735,6,5.000620080526186
46213,8817,71545,6,6.0
46288,679,92542,5,5.5
46361,2597,11579,6,5.8
46415,12455,82128,6,6.0
46507,17094,20821,6,5.571428571428571
46587,12171,86852,6,5.947368421052632
46676,5578,111252,6,5.525778792090401
46736,6007,141290,6,6.0
46785,1685,52047,6,5.708333333333333
46913,22306,127000,6,5.75
46949,2831,102600,6,5.871287128712871
46993,6658,65803,1,1.0
47028,6701,108013,6,4.215292816502329
47109,5963,90160,6,5.320754716981132
47176,1838,32845,6,5.154471544715447
47241,1712,152292,6,5.5
47313,398,40542,6,5.2
47374,7349,59116,5,5.4156626506024095
47449,6567,3483,6,5.25
47507,17655,151059,6,5.0
47540,470,176310,5,5.511930585683297
47668,21664,37348,6,6.0
47679,3,34439,6,5.815860215053763
47723,12859,42579,6,5.428571428571429
47779,18452,25999,3,5.0
47929,5116,37077,5,5.142857142857143
48016,4648,106867,6,5.82051282051282
48102,23288,72285,6,5.0
48123,299,48405,6,5.651162790697675
48251,4293,176368,6,5.000176677953631
48398,1454,36061,6,5.675675675675675
48497,14566,146878,6,5.625
48556,890,176345,6,5.674418604651163
48814,11492,144909,5,5.25
48855,1791,68033,4,5.338235294117647
48970,2021,106058,6,4.333333333333333
49091,13278,123206,6,6.0
49173,10745,158237,6,6.0
49199,7153,103088,5,5.375
49250,1300,15929,6,5.666666666666667
49381,2210,90215,6,5.346153846153846
49524,1372,122995,5,5.569565217391304
49666,651,9677,4,5.821086261980831
49858,27,40343,6,5.673611111111111
49915,1675,119016,6,5.625
49999,3600,36895,6,5.903409090909091
50072,213,91485,6,5.076923076923077
50372,6976,130507,6,5.833893982865854
50490,2523,77519,6,5.4375
50644,17285,156434,1,5.0
50689,121,10369,6,5.484
50737,3,61938,6,5.815860215053763
50906,3497,118834,4,5.587155963302752
51038,6626,51669,6,5.121951219512195
51189,8791,122927,6,5.2020237001663014
51242,11201,8387,6,5.666666666666667
51309,6848,112031,6,6.0
51330,9278,36062,6,5.7272727272727275
51354,384,98884,6,5.442127215849844
51428,4408,95158,6,6.0
51473,7489,21325,4,5.222222222222222
51514,1786,9863,6,4.870967741935484
51636,8104,102888,6,5.428571428571429
51746,24044,167355,6,6.0
51783,315,56058,1,5.720338983050848
51925,836,131401,6,5.564102564102564
52011,2210,143795,4,5.346153846153846
52081,8854,104128,6,6.0
52342,24427,146901,2,6.0
52411,8697,7482,6,5.647058823529412
52559,473,138310,6,5.532338308457711
52603,11223,3225,6,6.0
52644,2150,73332,6,5.933333333333334
52728,7723,145612,5,5.613333333333333
52764,506,105403,6,5.848030018761726
52798,357,20160,6,5.431496062992126
52913,3017,138916,6,5.388888888888889
52966,8619,18868,6,5.833333333333333
53049,2425,158151,6,5.728395061728395
53110,3168,75270,6,5.083333333333333
53180,5395,170563,6,5.878787878787879
53255,7555,29880,6,5.905285484853595
53351,7033,89188,6,6.0
53423,25,9369,5,5.418348623853211
53556,1931,38755,4,5.661764705882353
53587,226,11102,6,5.8053097345132745
53723,1417,59250,6,5.575
53892,14252,148033,6,5.0
54047,13463,13476,5,6.0
54118,9377,167259,1,5.666666666666667
54218,2877,2691,6,5.843373493975903
54381,10405,162813,6,5.222222222222222
54589,480,96908,6,5.464678178963894
54769,1709,146919,6,5.495268138801261
54834,745,44551,6,5.758793969849246
55085,1564,118418,5,5.469998943747318
55260,2521,105416,6,5.6438356164383565
55286,3567,46142,4,5.833333333333333
55388,4164,11669,6,5.403846153846154
55524,18462,103452,5,5.428571428571429
55547,380,36212,6,5.630341880341881
55585,3575,27335,6,5.538461538461538
55622,1369,14150,6,5.658959537572255
55679,6296,114131,6,6.0
55785,6830,43071,6,5.666666666666667
55968,18977,64761,4,4.0
55989,1628,152159,6,5.105263157894737
56161,10486,139238,6,5.715620972621652
56213,567,34296,6,5.448529411764706
56382,1815,32541,6,5.684210526315789
56444,1710,45866,6,5.181818181818182
56514,8537,144565,6,5.615384615384615
56580,16848,166892,4,5.25
56767,8954,157740,6,5.84
56878,4387,141126,6,6.0
56955,5482,19469,6,5.25
57105,3658,45593,6,5.768115942028985
57159,4243,169901,6,4.928571428571429
57204,7556,146897,6,5.84
57325,3907,1684,6,5.75
57392,604,44699,1,5.42948717948718
57517,848,133425,5,4.236686390532545
57660,485,121511,6,5.232024333330661
57710,100,68893,6,5.769230769230769
57776,2043,8143,5,4.329787234042553
57886,989,17768,6,5.7407407407407405
58109,15542,107375,6,4.0
58339,164,201,6,5.715841641146878
58408,5094,81837,6,5.672131147540983
58459,1705,40574,6,5.633802816901408
58606,14073,107671,6,4.75
58651,6256,93026,6,5.954545454545454
58738,1675,95316,5,5.625
58786,1239,129109,6,5.778501628664495
58839,1680,79089,6,5.803030303030303
58893,380,46468,6,5.630341880341881
58985,15625,28705,5,5.230769230769231
59090,3397,28774,5,5.5
59133,848,100923,5,4.236686390532545
59177,2666,3019,6,5.131147540983607
59412,7501,80236,6,5.7727272727272725
59662,17668,22701,6,4.75
59767,8468,28381,6,5.75
59792,6229,69341,1,5.595238095238095
59860,1431,160680,6,5.465189873417722
59952,282,146605,6,5.61344537815126
60095,1515,34049,5,5.333333333333333
60175,17679,63577,6,6.0
60214,132,175682,6,5.6928746928746925
60267,8080,36981,6,4.9411764705882355
60467,10585,156978,6,4.166666666666667
60564,9251,17781,6,5.857142857142857
60612,14359,169417,6,4.769230769230769
60749,4916,29768,6,5.166666666666667
60808,143,88276,6,5.85219707057257
60897,978,87565,6,5.919354838709677
61079,570,28534,6,5.706849315068493
61141,2911,98871,6,5.918032786885246
61197,9922,76934,6,5.6
61301,3603,127172,5,4.298507462686567
61465,2835,115844,6,5.466666666666667
61566,2940,160702,6,4.466666666666667
61700,901,115659,6,5.956937799043062
61717,121,27910,6,5.484
61787,515,67159,6,5.703370786516854
61867,459,2848,6,6.0
62037,22957,135391,6,5.5
62154,3175,92292,6,5.7846153846153845
62309,542,44652,6,5.808510638297872
62487,3655,121514,6,5.631147540983607
62558,1281,39227,6,5.863636363636363
62687,11816,77155,6,4.888888888888889
62720,1783,30000,6,5.4576271186440675
62887,1529,6190,6,5.656716417910448
63189,1369,74804,6,5.658959537572255
63264,12841,175726,6,5.818181818181818
63305,8919,15575,6,5.666666666666667
63402,6333,3300,6,5.5
63531,12930,127567,6,5.731701222323749
63549,1535,27874,5,5.508771929824562
63569,515,151526,6,5.703370786516854
63642,848,118163,5,4.236686390532545
63765,6243,48398,6,6.0
63812,2359,170188,2,4.5
63962,12412,98186,6,5.388888888888889
64653,15389,101819,5,6.0
64816,667,74300,6,5.521472392638037
65049,6423,148059,6,5.532258064516129
65169,12153,38839,6,5.434782608695652
65281,11574,96883,6,6.0
65432,221,100946,5,5.343825665859564
65658,6540,89888,6,6.0
65729,506,44664,5,5.848030018761726
65779,8961,71812,4,5.294117647058823
65846,2288,128068,1,5.333333333333333
65893,5905,18988,6,5.5
65963,21128,51497,5,5.7530448313044396
65998,9784,168743,6,5.733333333333333
66096,836,82626,6,5.564102564102564
66137,1386,41603,6,5.97168693751482
66202,1372,7780,6,5.569565217391304
66282,8254,127506,6,5.933333333333334
66316,1369,91587,6,5.658959537572255
66589,326,42168,1,5.407821229050279
66707,1786,110203,5,4.867118476673876
66904,11178,12406,6,5.363636363636363
66951,2649,59869,6,5.954545454545454
67020,388,86420,6,5.195876288659794
67224,6747,3767,6,5.75
67366,4257,58562,6,5.1
67532,4989,98839,6,5.795035171243432
67555,10,176014,6,5.644257703081233
67694,13825,23642,6,5.5
67772,9327,6098,6,5.666666666666667
67894,4974,49677,5,5.785714285714286
67974,19303,29067,6,6.0
68043,6046,105877,6,5.2703853212341665
68074,848,99998,1,4.236686390532545
68228,9910,144304,6,5.066901954320707
68366,856,139631,6,5.403614457831325
68425,557,49181,4,5.247191011235955
68536,279,73974,6,5.803738317757009
68593,6461,55257,6,5.541666666666667
68607,121,65599,5,5.484
68783,3416,16150,6,5.386666666666667
68879,463,136059,6,5.705607476635514
68965,11196,31938,4,6.0
69039,2099,55226,5,4.852941176470588
69315,21962,74837,5,6.0
69367,3626,20691,5,5.615384615384615
69394,2566,44289,6,5.443181818181818
69431,1345,125939,6,6.0
69467,3175,51452,6,5.7846153846153845
69516,1570,63522,6,5.916666666666667
69620,2990,176539,6,5.961290322580645
69667,3043,55771,6,5.394230769230769
69725,2602,149320,6,5.0
69867,7502,140922,6,5.8
69988,18195,149739,6,5.916666666666667
70084,8341,77723,6,5.75
70114,3336,175105,6,5.666666666666667
70202,2187,55115,6,5.390243902439025
70254,5741,62885,6,5.413793103448276
70275,1065,158334,6,5.9
70314,551,103681,6,5.618421052631579
70610,1506,78357,6,5.174757281553398
70765,2740,171911,5,5.75
70809,2016,11933,6,5.511627906976744
70916,14267,68749,6,6.0
70972,544,33864,6,5.6812924792155535
71148,316,159152,6,4.833333333333333
71268,1304,76205,6,5.77683615819209
71419,2379,5589,6,5.958333333333333
71459,208,149471,6,5.912568306010929
71535,5805,131465,6,5.277777777777778
71769,480,33787,6,5.464678178963894
71867,1949,129678,5,5.102941176470588
71984,18801,32792,6,5.6
72029,679,20221,6,5.5
72117,541,129516,4,5.253048780487805
72229,4399,104787,6,6.0
72269,3088,98739,6,6.0
72461,3268,165216,6,5.863636363636363
72695,12909,135781,6,6.0
72776,107,173166,6,5.948529411764706
72894,2783,20935,6,5.27536231884058
72916,1066,162545,5,5.7155172413793105
73016,4872,171244,6,4.530120481927711
73071,908,122140,6,5.7560975609756095
73172,77,160005,6,5.635944700460829
73252,10418,125064,5,5.714285714285714
73358,3987,60449,6,5.629032258064516
73379,170,4233,5,5.3023255813953485
73445,4753,143777,5,5.702368810174869
73582,1668,2301,6,5.933333333333334
73727,13000,153314,6,6.0
73756,453,141528,6,5.694994179278231
73849,16839,117895,6,5.333333333333333
73870,2748,11283,5,5.2073170731707314
73936,542,133219,6,5.808510638297872
73985,95,141468,6,5.664233576642336
74132,15201,116769,6,6.0
74205,13769,12810,6,5.8
74238,9858,119366,6,5.2
74414,593,98797,6,5.698924731182796
74699,4691,43103,6,5.348837209302325
74830,2913,5976,6,5.266666666666667
74875,3901,154564,6,5.102416119187482
74995,22058,169138,6,6.0
75034,453,95864,5,5.694994179278231
75138,4887,75089,6,5.785714285714286
75245,7713,12083,6,6.0
75360,2228,124557,6,5.39751552795031
75624,2067,56425,6,6.0
76177,100,104669,6,5.769230769230769
76269,1390,21237,6,5.479338842975206
76325,11878,19834,6,5.333333333333333
76376,452,4967,5,5.8404040404040405
76540,16455,19887,1,4.265684511521419
76555,6674,121602,6,6.0
76627,946,22967,5,5.87378640776699
76679,6673,22650,6,6.0
76752,3039,59107,6,6.0
76800,1497,160305,5,5.25
76849,2096,1734,6,5.055555555555555
77054,16848,71738,6,5.25
77118,1705,97369,6,5.633802816901408
77157,573,166967,6,5.672413793103448
77195,515,4783,6,5.703370786516854
77357,3465,81021,6,6.0
77438,4312,143661,6,5.5
77551,3167,142634,6,5.849820302102395
77746,130,140095,6,5.941747572815534
77844,4874,106485,6,5.75
77944,11035,92103,6,5.458333333333333
77959,4232,32703,5,4.931818181818182
78176,10579,61366,6,5.928571428571429
78265,1682,157718,6,5.734463276836158
78323,4315,166792,6,5.714285714285714
78486,9723,130480,5,5.333333333333333
78544,263,166448,6,5.789934354485776
78602,12575,95309,1,6.0
78633,3311,54571,6,5.746153846153846
78741,1515,21781,5,5.333333333333333
78969,22274,72857,6,6.0
79065,1795,41169,6,5.958333333333333
79130,4765,122121,6,5.434782608695652
79170,846,21814,6,5.866666666666666
79246,3890,125435,6,5.269230769230769
79323,506,113961,6,5.848030018761726
79424,11155,160693,5,5.666666666666667
79465,5212,135322,6,6.0
79529,6289,23850,6,5.4375
79612,4699,122384,6,5.866666666666666
79735,13068,11466,6,5.8
79844,2156,147427,1,5.743243243243243
79986,9414,69439,4,5.0
80122,2195,35391,5,5.916666666666667
80178,3186,20858,6,5.581081081081081
80299,2245,82257,5,5.431818181818182
80390,2985,56174,6,5.769230769230769
80479,20333,44093,6,4.198731073688522
80541,17,87802,6,5.70375
80621,10180,30076,6,5.631578947368421
80715,10725,72664,6,4.617647058823529
80844,9246,142627,4,4.875
80902,4492,49659,6,4.333333333333333
81034,4950,107964,6,5.634920634920635
81107,2961,54644,6,5.5964912280701755
81255,10614,113525,6,5.411764705882353
81351,2273,34868,6,5.409090909090909
81395,716,56555,6,5.478260869565218
81444,18089,38896,6,6.0
81792,128,170115,6,5.784745762711864
81956,2543,144458,6,5.0
82305,12629,109485,6,6.0
82340,3259,137597,6,5.938271604938271
82498,800,99787,6,5.809565058702526
83679,9261,11324,6,5.231331394657187
83751,10,94684,6,5.644257703081233
83882,11040,38432,6,5.888888888888889
84093,4757,10015,6,5.766666666666667
84317,989,27168,6,5.7407407407407405
84379,12870,86388,6,6.0
84606,7983,64311,6,5.85657568139921
84828,4308,91887,6,5.5
85061,1941,85542,6,6.0
85266,2556,45418,6,5.681818181818182
85417,14468,105691,6,6.0
85445,10105,126815,6,5.181818181818182
85508,5299,37059,6,5.3076923076923075
85582,3631,67740,6,5.760869565217392
85616,2106,102785,6,5.375
85969,3738,166212,6,5.722222222222222
86042,10534,46944,5,5.666666666666667
86057,3833,30590,6,5.2894736842105265
86104,8061,64851,6,5.865671641791045
86197,7424,143166,6,6.0
86321,2278,75037,6,5.787878787878788
