,u,i,rating_pred,rating
674,13524,75591,5.627086533538146,6
675,2225,119173,4.79639111111111,5
676,12308,53102,4.811111111111111,5
677,5031,4126,5.25509071900715,6
678,2741,9461,5.406968481909735,6
679,2741,47680,4.588888888888889,6
680,2741,54613,5.401344925725392,6
681,7347,85162,4.882052982532435,6
682,7347,126204,4.901726865349314,5
683,84,116572,5.055555555555555,4
684,1192,8003,5.324188455222938,6
685,1192,155279,5.0,6
686,1192,166064,5.0,6
687,1192,177638,5.0,5
688,1192,177796,5.0,6
689,1353,72436,4.916666666666667,6
690,14280,139267,4.5016965287798625,6
691,86,103986,5.033333333333333,6
692,3178,96565,4.983333333333333,5
693,9564,6444,5.776376863876863,6
694,9593,71574,5.7530671822869275,6
695,9593,120400,5.357142857142857,5
696,27,40343,4.805555555555555,6
697,27,40699,4.805555555555555,6
698,16988,140994,4.9375,6
699,13544,41159,5.53244851994852,6
700,10545,45632,4.943289076130899,6
701,1035,93195,5.25,6
702,1035,97469,5.25,6
703,11434,53667,5.336633022774327,6
704,846,21814,5.029025088296188,6
705,846,34390,5.2,5
706,846,79922,5.2,6
707,846,89947,5.2,5
708,846,113431,5.2,6
709,846,146982,5.2,6
710,6036,36005,5.460290421724245,6
711,3290,72253,5.3,6
712,619,9005,5.268518518518518,5
713,619,15076,5.268518518518518,6
714,10405,55598,5.7364164806547615,6
715,10405,162813,5.444444444444445,6
716,363,57768,5.0,5
717,363,109508,5.0,6
718,353,93051,5.35,5
719,353,156330,5.35,5
720,1048,39515,5.720443196004994,5
721,1048,94698,5.066666666666666,6
722,1048,120664,5.729448871181939,6
723,1048,136051,5.709586316626889,6
724,5330,2536,5.4375,6
725,1558,163902,5.222222222222222,6
726,1720,669,5.4375,6
727,15642,44557,5.4375,6
728,2703,54149,5.233333333333333,6
729,14568,171702,4.816666666666667,6
730,12480,59131,5.3359530441703145,3
731,13889,54984,4.596666666666667,3
732,6963,35079,5.117230531813865,5
733,7631,120292,5.111111111111111,6
734,10615,28165,5.122222222222223,5
735,828,11052,5.556477272727273,6
736,828,102699,5.55156818369709,6
737,828,112069,5.055555555555555,6
738,220,630,5.150099720371741,6
739,220,72352,5.097773825989593,6
740,220,103244,4.805555555555555,6
741,220,150824,4.805555555555555,6
742,705,13104,5.4375,6
743,705,167228,5.716425438596492,6
744,3040,40765,5.222222222222222,6
745,3040,57535,5.222222222222222,2
746,3040,149336,5.429160115303984,6
747,2485,155731,4.722222222222222,6
748,10541,86299,4.95,6
749,10541,106083,4.95,5
750,5248,132981,4.4,6
751,3214,83532,5.777777777777778,5
752,4605,2042,5.156927212572374,6
753,5918,69247,4.812514723203769,5
754,2342,21617,5.4375,6
755,20369,82570,5.737259583499139,6
756,5789,106224,4.84375,6
757,5789,142799,4.84375,5
758,12258,123721,4.85,5
759,1287,17415,4.714285714285714,4
760,1287,67087,4.756881272688448,6
761,1287,124610,4.714285714285714,6
762,5485,3869,5.214285714285714,6
763,5485,84216,5.214285714285714,6
764,17815,97948,4.51,4
765,13877,172468,4.962962962962964,5
766,18116,165856,4.888888888888889,6
767,907,19942,5.01,6
768,907,88490,5.090259169581204,6
769,907,98408,5.089583223713058,6
770,907,158194,5.01,6
771,5431,98964,5.471428571428571,6
772,3865,52555,5.241666666666666,4
773,6748,153014,5.02237090987091,1
774,6748,169731,5.015640413415838,6
775,4185,30147,5.13,5
776,23485,128791,5.4375,6
777,14130,109735,5.654873283669295,6
778,8817,71545,5.774983153638814,6
779,679,20221,5.38,6
780,679,46599,5.38,5
781,679,92542,5.239583333333333,5
782,679,101791,5.38,6
783,679,106540,5.38,6
784,679,172003,5.38,6
785,2597,11579,5.75,6
786,12455,82128,5.4375,6
787,17094,20821,4.875,6
788,12171,86852,5.225157232704403,6
789,5578,111252,4.185714285714286,6
790,6007,141290,5.736175337186898,6
791,1685,13615,5.373616793575028,5
792,1685,52047,5.214285714285714,6
793,22306,127000,4.966666666666667,6
794,2831,58502,5.166666666666667,6
795,2831,102600,5.166666666666667,6
796,6658,65803,5.4375,1
797,6701,108013,5.6,6
798,5963,90160,5.393368327157953,6
799,5963,103712,5.25,6
800,1838,32845,5.090521109573773,6
801,1712,152292,5.530694392639562,6
802,398,40542,4.990343176376696,6
803,6567,3483,4.888888888888889,6
804,17655,151059,5.4375,6
805,470,27437,5.083333333333333,4
806,470,65630,5.083333333333333,6
807,470,71258,5.083333333333333,5
808,470,82177,5.083333333333333,6
809,470,151712,5.320041464689668,6
810,470,176310,5.083333333333333,5
811,21664,37348,5.763851420396485,6
812,12859,42579,4.71,6
813,18452,25999,5.4375,3
814,5116,37077,5.055555555555555,5
815,4648,106867,5.277777777777778,6
816,23288,72285,4.95,6
817,299,48405,4.862500000000001,6
818,4293,176368,5.45,6
819,1454,36061,5.75,6
820,14566,146878,5.383333333333333,6
821,890,176345,5.717127496159755,6
822,11492,144909,5.227696177062374,5
823,1791,68033,5.2,4
824,1791,137494,5.2,6
825,2021,106058,4.556666666666667,6
826,13278,123206,5.4375,6
827,10745,106961,5.765000941087898,6
828,10745,158237,5.727560101710587,6
829,7153,103088,4.813798844075889,5
830,1300,13545,5.52371308858739,5
831,1300,15929,5.51830550401979,6
832,1300,92581,5.75,5
833,2210,90215,5.5239146567718,6
834,2210,141694,5.407407407407408,5
835,2210,143795,5.407407407407408,4
836,1372,7780,5.837871832537642,6
837,1372,16133,5.444444444444445,6
838,1372,35404,5.444444444444445,1
839,1372,122995,5.8392530984996736,5
