,u,i,rating_pred,rating
95,1272,46512,5.191125205693103,5
96,1272,48733,5.156621727675415,6
97,1272,59660,5.323863636363637,5
98,1272,85520,5.188237436334824,6
99,2020,107224,5.487278855354686,6
100,2020,116310,5.46732660155676,6
101,2020,163533,5.479950894272679,6
102,3307,1334,5.375968992248063,2
103,4589,7012,5.32518333083301,5
104,4589,28206,5.3196049020426734,6
105,4589,33565,5.126190476190477,6
106,2473,945,5.299558610205708,6
107,8170,66298,5.375968992248063,6
108,13216,11712,4.855442176870748,5
109,13216,19160,5.197722589545858,5
110,13216,74603,4.855442176870748,6
111,13216,120310,5.204145846330809,5
112,14435,120834,5.375968992248063,6
113,1121,98280,5.186656684211348,4
114,1121,107040,5.121631205673759,6
115,1121,164230,5.121631205673759,4
116,9882,12260,5.375968992248063,6
117,14663,52602,5.013333333333334,4
118,17308,45660,5.092176870748299,5
119,928,65190,4.837588652482269,6
120,21750,41800,5.375968992248063,6
121,5088,5485,5.233265814707474,6
122,6917,69399,5.375968992248063,5
123,17137,30713,5.242922221230253,6
124,762,267,5.1163286509475885,6
125,762,124484,5.073015873015873,6
126,762,139822,5.073015873015873,6
127,2136,110119,5.174242424242424,5
128,2136,148992,5.174242424242424,5
129,2304,64601,5.084930585728015,6
130,2997,61560,5.294571410173329,6
131,2997,128535,5.094961240310078,6
132,11866,104640,5.059027777777778,6
133,137,37162,5.224806201550388,5
134,137,42272,5.224806201550388,6
135,137,86018,5.224806201550388,6
136,137,128087,5.290378225039997,6
137,137,147057,5.224806201550388,6
138,137,161263,5.2708327011006295,6
139,8385,91768,5.232592592592592,6
140,386,77138,4.983333333333333,5
141,386,95186,5.409757235403999,4
142,386,122488,4.983333333333333,6
143,386,160494,4.983333333333333,6
144,6064,44367,4.892553191489362,6
145,1359,1921,5.344208511134681,6
146,552,21258,5.004964539007092,6
147,552,25912,5.004964539007092,6
148,552,83359,5.004964539007092,6
149,552,103336,5.004964539007092,6
150,552,132314,5.362700076420786,6
151,552,133437,5.349730873564625,6
152,552,152495,5.004964539007092,1
153,552,157749,5.004964539007092,5
154,7880,48058,4.978834795411098,6
155,5442,129494,5.088888888888889,6
156,5442,166074,5.4132049669537325,6
157,276,33065,5.2920454545454545,6
158,276,50878,5.107275432026039,6
159,17269,102591,5.375968992248063,4
160,4497,52463,5.1625000000000005,6
161,4497,82121,5.1625000000000005,6
162,4497,172451,5.115714460994006,6
163,17020,132583,4.838541666666667,6
164,1770,55559,5.138888888888888,6
165,1770,56077,5.138888888888888,1
166,2408,70144,5.245675998788382,6
167,17896,33563,4.861344526820442,6
168,275,979,5.040070921985816,5
169,275,29415,5.040070921985816,6
170,275,47771,5.040070921985816,6
171,275,55521,5.045808836020421,6
172,275,66318,5.040070921985816,6
173,275,84482,5.040070921985816,6
174,275,84796,5.043467173313481,6
175,275,85066,5.058933461751722,6
176,275,113774,5.040070921985816,6
177,275,129817,5.040070921985816,6
178,275,135287,5.040070921985816,6
179,275,146204,5.040070921985816,6
180,275,159785,5.040070921985816,6
181,275,165334,5.277658978551836,6
182,275,168733,5.040070921985816,6
183,13493,135342,5.130434782608695,6
184,6249,135369,5.048863636363635,6
185,103,43513,5.112244897959184,6
186,103,86408,5.112244897959184,6
187,103,158362,5.112244897959184,6
188,103,178073,5.112244897959184,1
189,14050,135761,5.102713178294574,6
190,5208,93410,5.375968992248063,6
191,636,109305,5.13968253968254,6
192,636,137277,5.303678835728799,6
193,636,143947,5.13968253968254,6
194,10360,122019,5.221928033264371,6
195,1595,92748,5.084848484848485,6
196,1595,106142,5.372432040658658,5
197,12918,11144,4.671428571428572,6
198,12918,138181,4.671428571428572,6
199,3336,132677,5.3682170542635665,6
200,3336,175105,5.475775746790999,6
201,4346,22579,5.382936507936508,6
202,4346,28790,5.443591225461177,6
203,11357,8666,5.375968992248063,6
204,1839,10830,5.007608695652174,6
205,1839,40017,5.007608695652174,6
206,51,111119,5.04645390070922,6
207,51,114312,5.050458502109203,6
208,3822,64188,5.192922577047443,6
209,5598,30824,5.375968992248063,6
210,5598,81909,5.212614563759557,6
211,590,15158,4.9178030303030305,6
212,590,103294,4.9178030303030305,6
213,590,165036,4.9178030303030305,6
214,5003,64261,5.375624496921955,5
215,1074,361,5.225812133664797,6
216,14131,31965,4.951140738746444,6
217,5885,2958,4.639795918367348,6
218,5885,61480,4.639795918367348,6
219,5885,114803,4.768891101972883,5
220,19251,127083,5.050140159288624,6
221,5622,147036,5.058333333333333,5
222,9341,28650,5.439921416037683,6
223,1336,76859,5.319202898550725,1
224,1336,147977,5.319202898550725,5
225,7465,23116,4.6210884353741495,6
226,4528,132445,5.236363636363636,5
227,7140,4790,5.375968992248063,6
228,11040,8252,5.282978723404256,6
229,11040,38432,5.282978723404256,6
230,11040,53595,5.282978723404256,6
231,9406,147313,5.1046099290780145,6
232,6722,105392,5.092753623188406,6
233,5441,17676,5.365925925925926,5
234,2336,31827,5.147826086956522,6
235,2336,63806,5.147826086956522,6
236,2336,109491,5.147826086956522,5
237,9275,96302,5.232559630353972,6
238,1377,12127,4.968888888888889,6
239,1377,100022,5.2365375085718044,6
240,498,2597,5.291666666666667,5
241,498,24634,5.291666666666667,6
242,498,57976,5.1034650455474635,6
243,498,151794,5.291666666666667,6
244,498,154490,5.113250681312502,6
245,8167,149405,5.218739606293276,5
246,13349,47717,5.244161721324734,6
247,2327,59949,5.373333333333334,6
248,2327,163100,5.373333333333334,6
249,22920,90678,5.030612244897959,6
250,17530,151910,5.375968992248063,6
251,8638,8674,5.056564002819758,4
252,9084,28163,5.031864477081306,6
253,9084,83436,5.043196518454143,6
254,9084,102211,4.787121212121212,6
255,9084,103297,4.787121212121212,6
256,2425,32780,5.065701478275973,5
257,2425,37588,5.081818181818182,5
258,2425,158151,5.081818181818182,6
259,2425,164474,5.081818181818182,6
260,1137,87781,4.988888888888889,5
261,12233,100795,5.375968992248063,4
262,12502,113765,5.456737588652483,6
263,752,13778,5.2375,6
264,752,60309,5.2375,6
265,752,157339,5.2375,6
266,752,173110,5.2375,6
267,395,63463,4.9774944521003315,5
268,395,76947,5.261363636363637,5
269,395,162356,4.998369455234105,5
270,1200,45675,5.277945033268505,6
271,1200,146821,5.290879659024648,5
272,1200,153492,5.162962962962963,6
273,5416,86860,5.093333333333333,6
274,5416,154511,5.093333333333333,6
275,3049,134105,5.245063705992095,6
276,541,31430,5.325362318840581,5
277,541,92217,5.28193687251297,6
278,541,129516,5.325362318840581,4
279,541,129903,5.325362318840581,6
280,541,164690,5.325362318840581,6
281,1112,53183,5.2351367402777065,6
282,3460,6569,5.187808971863251,6
283,3460,35402,5.222348484848485,6
284,753,78593,5.322916666666667,4
285,753,81066,5.302624160435534,5
286,753,85708,5.316550468308676,3
287,753,130596,5.322916666666667,6
288,1996,96114,5.1535460992907804,6
289,1996,96642,5.40345097095708,6
290,3604,46522,5.142588254457621,6
291,3604,72311,5.174235661887826,6
292,18208,43748,5.252583432832427,5
293,7723,61029,5.079924242424242,5
294,7723,145612,5.079924242424242,5
295,3521,4294,5.2272727272727275,6
296,1185,67049,4.9219679000119685,6
297,1185,125946,5.245652173913044,5
298,1185,155954,4.935744498693177,5
299,11067,77703,4.898015873015873,6
300,3436,82370,5.372592592592592,3
301,8,11814,4.955284552845529,6
302,8,149244,5.562172373134153,6
303,8,156041,4.955284552845529,6
304,4773,25290,5.291277824921621,6
305,4773,106785,4.877906976744186,6
306,13910,109747,4.941836734693877,6
307,13910,119749,5.062113360334432,6
308,359,48614,5.13531746031746,6
309,359,156061,5.13531746031746,6
310,3029,46796,5.180000000000001,6
311,2749,100344,5.251550387596899,6
312,2749,154981,5.017902635471844,6
313,13559,50265,5.375968992248063,1
314,4150,64203,5.375968992248063,6
315,100,9203,5.318518518518519,6
316,100,14311,5.318518518518519,6
317,100,68893,5.591629986392022,6
318,100,86859,5.318518518518519,6
319,100,104669,5.577932450525378,6
320,100,139664,5.588769884461067,6
321,100,156373,5.318518518518519,6
322,100,163323,5.318518518518519,6
323,100,170724,5.584810441744879,6
324,100,172029,5.57697001238197,6
325,14957,156352,5.375968992248063,6
326,16237,132020,4.729591836734694,1
327,2457,102112,5.205072463768116,6
328,1911,50909,5.137588652482269,6
329,3559,55802,5.113333333333333,5
330,3559,119437,5.392810716786235,5
331,8535,106123,5.375968992248063,6
332,1149,127741,5.6347244607978055,6
333,23849,152911,5.213085419806289,6
334,16964,124277,5.375968992248063,6
335,1598,10393,5.273873873873874,5
336,1589,99080,5.183712121212121,6
337,1052,1074,5.227642276422764,6
338,3578,85047,5.375968992248063,5
339,19831,65109,4.847333333333333,6
340,1709,12394,5.2518115942028984,6
341,1709,32937,5.2518115942028984,5
342,1709,87550,5.164954431597685,6
343,1709,146919,5.2518115942028984,6
344,1709,157774,5.2518115942028984,1
345,7213,70141,5.098525697663866,6
346,1692,64350,5.060558629089342,5
347,1692,97040,4.857971014492755,6
348,1692,167628,5.0524322936710195,6
349,5487,2671,5.238193283611682,6
350,8350,136789,4.961481481481481,6
351,2009,32511,5.003592403351145,6
352,4389,54684,5.021969696969697,6
353,4389,123074,5.163450633578016,6
354,2769,32135,5.375968992248063,6
355,3556,30391,5.412739646046652,5
356,3556,102676,4.9112403100775195,6
357,3556,140161,4.9112403100775195,6
358,315,56058,5.154737900303922,1
359,315,74426,5.279629629629629,6
360,315,101542,5.279629629629629,6
361,20153,78213,5.375968992248063,5
362,21168,157499,4.74421768707483,6
363,10644,119515,4.799645390070922,5
364,198,21304,5.214332773722592,1
365,17474,147317,5.239662399522434,5
366,372,103767,5.193650793650794,6
367,372,145305,5.193650793650794,6
368,1267,147383,5.068115942028985,6
369,2190,162529,5.274511771757477,6
370,15869,77154,5.375968992248063,6
371,508,32188,5.003030303030303,5
372,508,100387,5.530901104710622,6
373,4514,40601,5.261627906976744,6
374,4514,124549,5.261627906976744,4
375,1174,77737,5.299621212121212,6
376,1391,92497,5.045390070921986,6
377,8452,5193,5.033420564417527,6
378,37,16347,5.390359341146768,6
379,37,44577,5.304065040650406,6
380,37,92216,5.304065040650406,6
381,12655,50085,4.897916666666666,5
382,561,35229,5.52388036792724,5
383,561,65899,5.531048995086523,6
384,561,128461,5.522505643853032,6
385,462,8026,5.206589147286821,6
386,462,160849,5.206589147286821,5
387,15344,141217,5.051111111111111,6
388,13523,38016,5.375968992248063,5
389,11872,94258,4.927304964539006,6
390,2849,119308,5.285991398665335,5
391,3002,72207,4.8977003965687045,6
392,201,45106,5.257936507936508,6
393,15414,129439,4.596296296296296,5
394,15414,154502,5.107863027730752,5
395,3112,141005,5.3252889742291565,6
396,3112,163678,5.017777777777777,6
397,6727,3660,5.375968992248063,4
398,271,19549,5.498207943457332,6
399,271,163671,5.528069840475999,4
400,7595,161936,5.155555555555556,6
401,19901,48168,5.252856202634798,5
402,839,279,5.375968992248063,6
403,831,6773,5.3125,6
404,831,17321,5.254249749371395,5
405,831,30124,5.258039852266647,6
406,831,84100,5.236408528505341,6
407,831,86960,5.3125,6
408,831,158289,5.3125,6
409,467,107662,5.376889479488686,5
410,467,153154,5.227906976744186,6
411,11236,160708,5.396969696969697,6
412,274,9712,5.3905797101449275,6
413,274,39934,5.3905797101449275,6
414,274,61264,5.3905797101449275,6
415,274,147198,5.569130994629825,6
416,16205,11762,5.216867983245094,6
417,1034,84206,5.3409420289855065,6
418,1034,99318,5.3409420289855065,6
419,5626,8523,5.078888888888889,6
420,772,35380,5.182170542635659,5
421,22791,85056,5.233539191448108,6
422,128,37229,5.014973257666066,6
423,128,47715,5.013731924617668,6
424,128,48069,4.95189393939394,6
425,128,61961,4.95189393939394,6
426,128,63559,4.95189393939394,6
427,128,67440,4.95189393939394,6
428,128,75721,5.015763135182255,6
429,128,122721,4.95189393939394,6
430,128,140485,4.95189393939394,6
431,128,141431,4.95189393939394,6
432,128,157680,4.95189393939394,6
433,128,163518,4.95189393939394,6
434,128,170115,4.95189393939394,6
435,11763,65619,5.073170731707317,6
436,13963,50710,5.497884448711718,6
437,2907,13041,5.325925925925926,6
438,9914,136883,5.102430555555555,6
439,3840,15307,5.326842909977132,6
440,3840,104569,4.997569444444444,6
441,3840,140744,4.997569444444444,6
442,12676,13489,4.950333333333333,6
443,17853,160947,5.214814814814814,6
444,2891,24565,5.261904761904762,5
445,2891,40335,5.261904761904762,5
446,2891,52859,5.144387549854934,5
447,2891,54293,5.261904761904762,6
448,2891,90182,5.13406370820034,6
449,6937,3820,4.941666666666666,4
450,21661,143200,5.24462826819653,6
451,21661,147765,5.375968992248063,6
452,7349,59116,4.591228070175439,5
453,7349,108032,4.591228070175439,6
454,3644,52651,5.423913043478261,6
455,3644,53507,5.423913043478261,6
456,3644,54333,5.423913043478261,6
457,3644,90959,5.423913043478261,6
458,2547,131918,5.154814814814815,2
459,2547,156577,5.154814814814815,6
460,11783,74052,5.259315414239906,6
461,11783,92697,4.986821705426356,6
462,829,4162,5.37361111111111,5
463,829,47472,5.37361111111111,6
464,829,64301,5.37361111111111,6
465,829,130317,5.247402476351312,5
466,24884,134551,5.375968992248063,1
467,1304,20685,5.413120567375887,5
468,1304,76205,5.413120567375887,6
469,1304,87596,5.413120567375887,6
470,1304,90427,5.413120567375887,6
471,1304,102581,5.574511398904083,6
472,2031,41559,5.516455554598871,5
473,2031,127852,5.522854429666608,5
474,1825,97459,5.087755102040816,6
475,1825,143310,5.304851165082046,1
476,15976,39192,4.94047619047619,6
477,23710,69585,5.3061224489795915,6
478,1966,37729,5.0,6
479,1966,80011,5.2863566915155165,6
480,1966,82291,5.0,6
481,1966,113077,5.0,6
482,1966,115099,5.292528195649104,4
483,2042,147507,4.995,6
484,2042,164752,5.231247059395025,6
485,6069,167753,5.166267775501246,5
486,10092,12074,4.341843971631206,6
487,9583,167743,4.563475177304965,6
488,23162,85063,5.212246727631343,6
489,16080,64712,4.7286231884057965,5
490,16080,65200,4.7286231884057965,5
491,8970,7480,5.067708333333333,6
492,5309,121513,5.092962962962964,6
493,5309,162858,5.092962962962964,6
494,1338,25093,5.182954545454546,5
495,1338,114945,5.182954545454546,6
496,3,11831,5.1589044428337,6
497,3,20203,5.1590897271034235,6
498,3,21493,5.216312056737589,6
499,3,22399,5.150076809780713,6
500,3,34439,5.216312056737589,6
501,3,61938,5.216312056737589,6
502,3,78224,5.145821144931692,6
503,3,80957,5.16584824527041,6
504,3,163193,5.158968881784876,6
505,3,164568,5.176600216231291,6
506,17,120,5.461864206550422,6
507,17,28195,5.4633829208356826,6
508,17,64190,5.412222222222223,6
509,17,87802,5.412222222222223,6
510,17,178044,5.463172985687013,6
511,778,27355,5.3577849078433495,5
512,778,30431,5.142857142857143,6
513,778,86306,5.382922018036405,5
514,778,111034,5.3686842735152815,6
515,778,120534,5.3651898219641145,6
516,778,141777,5.346057710207489,6
517,778,158806,5.142857142857143,5
518,746,57401,5.251515151515151,6
519,746,167961,5.534544020992277,6
520,6321,16678,5.028260869565218,6
521,6321,99682,5.028260869565218,6
522,6321,168038,5.028260869565218,6
523,16555,61043,5.375968992248063,6
524,14422,151590,4.726736111111111,6
525,8156,78960,4.997826086956522,6
526,1347,16219,5.346977723664535,6
527,1347,91247,5.007608695652174,6
528,1431,31260,5.121969696969697,6
529,1431,52522,5.121969696969697,5
530,1431,60370,5.121969696969697,6
531,1431,61969,5.121969696969697,5
532,1431,87422,5.389430513245769,5
533,1431,160680,5.121969696969697,6
534,693,13879,5.398809523809524,6
535,693,35635,5.398809523809524,6
536,693,76181,5.550561059744135,6
537,693,79587,5.398809523809524,6
538,693,82053,5.5316991452016735,6
539,6086,113928,5.284090909090909,5
540,567,34296,5.129457364341085,6
541,567,48143,5.129457364341085,6
542,2377,142183,5.468751527403486,1
543,1573,82283,5.3173671292959215,1
544,1573,83519,5.332044292390301,6
545,1573,93880,5.328989683005001,6
546,10086,109766,5.434108527131783,1
547,10086,124238,5.434108527131783,6
548,3015,56388,5.1271929824561395,6
549,3259,58875,5.01031746031746,6
550,3259,69097,5.01031746031746,6
551,3259,137597,5.01031746031746,6
552,20341,99184,5.144097222222222,6
553,11329,47500,4.57081981224448,5
554,6277,4177,5.182006102535893,6
555,1039,69972,4.961507936507935,6
556,993,18007,5.232291666666667,6
557,7318,45391,5.259469696969697,6
558,7318,48236,5.292092736667458,6
559,210,106202,4.995833333333334,5
560,210,119544,4.995833333333334,6
561,210,148935,5.376295019862327,6
562,14394,13833,4.909574468085107,6
563,4217,1783,5.166169593952719,5
564,11452,12178,5.464341085271317,6
565,12949,28879,5.375968992248063,6
566,5408,80096,5.249556670476983,6
567,5408,115557,5.375968992248063,6
568,12085,9574,5.2048763513264396,6
569,1941,85542,5.225382285924194,6
570,1941,158930,5.219871209736685,6
571,5154,129522,5.375968992248063,6
572,2140,95540,5.057407407407407,6
573,1194,32886,5.3203171178176305,5
574,1393,7926,5.131049729876364,6
575,2048,13886,5.375968992248063,1
576,4351,151146,5.070486111111111,6
577,4351,151311,5.070486111111111,6
578,209,14290,5.2139999999999995,5
579,209,149048,5.3668747602686695,6
580,6067,47335,5.310606060606061,6
581,6290,94801,5.035984848484848,6
582,6290,97305,5.037133800623447,1
583,6290,107197,5.035984848484848,6
584,7103,111865,4.934444444444445,6
585,12378,139149,4.575510204081632,6
586,10483,57203,4.637847222222223,3
587,901,4683,5.294871794871795,6
588,901,38427,5.278870026668502,6
589,901,72204,5.31920559344271,6
590,901,115659,5.294871794871795,6
591,696,31671,5.356635762858532,5
592,696,151452,5.344446754880964,6
593,2961,34215,5.130681818181818,5
594,2961,54644,5.130681818181818,6
595,9418,124230,5.21875,1
596,3575,27335,5.094088075906027,6
597,3575,137900,5.064705374108952,6
598,423,9501,5.354399981293515,6
599,423,32734,5.192028985507246,6
600,423,66996,5.192028985507246,6
601,12133,14169,5.141025641025641,6
602,12133,100654,5.276845885135325,6
603,4590,53910,4.876950354609929,6
604,1322,505,5.0086956521739125,6
605,1322,39762,5.042719339728688,6
606,1322,89074,5.0086956521739125,6
607,105,21452,5.038759689922481,5
608,105,68100,5.227876303285719,6
609,105,129664,5.227178358652635,6
610,4563,105678,4.955319148936171,6
611,330,67745,5.107031778347925,6
612,330,73519,5.275581395348837,5
613,330,124567,5.275581395348837,5
614,330,172148,5.133283111110498,1
615,803,29952,5.001736111111112,6
616,803,65133,5.001736111111112,1
617,803,87717,5.001736111111112,6
618,803,102029,5.001736111111112,6
619,803,118051,5.335866047787345,6
620,4509,1944,5.335675392334223,6
621,1963,19247,5.244696969696969,6
622,1963,112411,5.202806364428344,6
623,1963,133247,5.1914858915155895,6
624,1963,148228,5.188052834735351,5
625,1963,161791,5.201816372734905,5
626,2429,55907,5.057037037037037,5
627,10552,164496,4.7843333333333335,6
628,2536,2088,4.995238095238095,6
629,2536,35703,5.298552838678046,6
630,1379,18870,5.076086956521739,5
631,1379,157879,4.86659650099426,5
632,1379,158424,5.076086956521739,5
633,6556,99969,5.375968992248063,6
634,19881,155664,5.225587399191,6
635,12408,168469,5.069318181818182,6
636,824,42566,5.221775141597662,1
637,824,61274,5.239413405057092,6
638,1569,3754,5.1398373983739845,4
639,1569,5360,5.1398373983739845,6
640,1569,32722,5.1398373983739845,6
641,1569,66747,5.1398373983739845,6
642,1569,76381,5.058970291355269,6
643,1569,150546,5.1398373983739845,5
644,3530,7673,5.548332696079275,6
645,3530,97240,5.019202898550724,5
646,82,28523,5.159420289855072,5
647,82,80449,5.101213453545727,5
648,82,99469,5.159420289855072,6
649,82,116421,5.159420289855072,6
650,82,136367,5.086136834131193,6
651,82,153532,5.082149125261075,6
652,82,155736,5.051292177133672,6
653,82,156947,5.159420289855072,6
654,82,157037,5.159420289855072,6
655,82,171761,5.093300174744123,6
656,322,58158,5.209884057171191,6
657,322,128111,5.237779603086186,6
658,322,165388,5.058865248226951,6
659,10,94684,5.297274315350899,6
660,10,110391,5.112121212121212,5
661,10,153379,5.112121212121212,6
662,10,176014,5.112121212121212,6
663,2794,112981,5.081060606060606,5
664,3754,29165,5.185606060606061,6
665,4881,122779,5.075,6
666,6713,171598,5.375968992248063,4
667,6543,39146,4.791745024248811,6
668,358,15940,5.089026072421377,6
669,358,88401,5.297674418604651,6
670,358,103960,5.0911848977847995,5
671,13339,11908,5.250530025756717,6
672,863,60958,5.415691953651081,4
673,14400,59702,5.375968992248063,6
674,13524,75591,4.937575471991379,6
675,2225,119173,5.081293858375446,5
676,12308,53102,4.9886524822695035,5
677,5031,4126,5.092780460678498,6
678,2741,9461,5.328828549787944,6
679,2741,47680,5.190243902439025,6
680,2741,54613,5.304641708861631,6
681,7347,85162,4.904550620217282,6
682,7347,126204,4.952977313401333,5
683,84,116572,5.364864864864865,4
684,1192,8003,5.411396212341331,6
685,1192,155279,5.303623188405797,6
686,1192,166064,5.303623188405797,6
687,1192,177638,5.303623188405797,5
688,1192,177796,5.303623188405797,6
689,1353,72436,5.100378787878788,6
690,14280,139267,4.942169341616772,6
691,86,103986,5.092198581560284,6
692,3178,96565,5.108518518518518,5
693,9564,6444,5.6077867670976556,6
694,9593,71574,5.452935941898717,6
695,9593,120400,5.241228070175438,5
696,27,40343,5.180232558139535,6
697,27,40699,5.180232558139535,6
698,16988,140994,4.967375886524822,6
699,13544,41159,4.914415852660297,6
700,10545,45632,4.686992977868516,6
701,1035,93195,5.1230158730158735,6
702,1035,97469,5.1230158730158735,6
703,11434,53667,4.992206313643056,6
704,846,21814,5.154860289077208,6
705,846,34390,4.922340425531915,5
706,846,79922,4.922340425531915,6
707,846,89947,4.922340425531915,5
708,846,113431,4.922340425531915,6
709,846,146982,4.922340425531915,6
710,6036,36005,5.2621607321628305,6
711,3290,72253,5.0819148936170215,6
712,619,9005,5.253875968992248,5
713,619,15076,5.253875968992248,6
714,10405,55598,5.4842603972120525,6
715,10405,162813,4.9,6
716,363,57768,4.833333333333333,5
717,363,109508,4.833333333333333,6
718,353,93051,5.171969696969697,5
719,353,156330,5.171969696969697,5
720,1048,39515,5.229844697543599,5
721,1048,94698,5.2101449275362315,6
722,1048,120664,5.231441652705163,6
723,1048,136051,5.2308627139862995,6
724,5330,2536,5.375968992248063,6
725,1558,163902,5.195348837209302,6
726,1720,669,5.375968992248063,6
727,15642,44557,5.375968992248063,6
728,2703,54149,4.959782608695652,6
729,14568,171702,4.963265306122449,6
730,12480,59131,4.922313743422954,3
731,13889,54984,5.314074074074074,3
732,6963,35079,5.095811363824889,5
733,7631,120292,4.796739130434783,6
734,10615,28165,5.094927536231884,5
735,828,11052,5.336243302588336,6
736,828,102699,5.3269418134188244,6
737,828,112069,5.178030303030304,6
738,220,630,5.341057036186941,6
739,220,72352,5.302265530202388,6
740,220,103244,5.239534883720931,6
741,220,150824,5.239534883720931,6
742,705,13104,5.375968992248063,6
743,705,167228,5.241703210223063,6
744,3040,40765,5.138541666666667,6
745,3040,57535,5.138541666666667,2
746,3040,149336,5.1839318249113155,6
747,2485,155731,5.175000000000001,6
748,10541,86299,5.046511627906977,6
749,10541,106083,5.046511627906977,5
750,5248,132981,4.942553191489362,6
751,3214,83532,5.34280303030303,5
752,4605,2042,5.249208981395786,6
753,5918,69247,5.117502551078306,5
754,2342,21617,5.375968992248063,6
755,20369,82570,5.237360749337011,6
756,5789,106224,4.680208333333333,6
757,5789,142799,4.680208333333333,5
758,12258,123721,4.9147727272727275,5
759,1287,17415,5.021317829457364,4
760,1287,67087,5.061731384340278,6
761,1287,124610,5.021317829457364,6
762,5485,3869,4.9854700854700855,6
763,5485,84216,4.9854700854700855,6
764,17815,97948,5.1792592592592595,4
765,13877,172468,4.894557823129252,5
766,18116,165856,5.223404255319149,6
767,907,19942,5.273703703703704,6
768,907,88490,5.366410772456794,6
769,907,98408,5.365486666869433,6
770,907,158194,5.273703703703704,6
771,5431,98964,4.958695652173913,6
772,3865,52555,5.215625,4
773,6748,153014,5.277043471346938,1
774,6748,169731,5.266099362484303,6
775,4185,30147,5.247619047619048,5
776,23485,128791,5.375968992248063,6
777,14130,109735,5.209439415791557,6
778,8817,71545,5.228828219232191,6
779,679,20221,4.97689393939394,6
780,679,46599,4.97689393939394,5
781,679,92542,5.106282051282051,5
782,679,101791,4.97689393939394,6
783,679,106540,4.97689393939394,6
784,679,172003,4.97689393939394,6
785,2597,11579,5.0773809523809526,6
786,12455,82128,5.375968992248063,6
787,17094,20821,4.625666666666667,6
788,12171,86852,5.316559625540142,6
789,5578,111252,4.899612403100775,6
