,u,i,rating,rating_pred
112,14435,120834,6.0,1.8326425689963761
113,1121,98280,4.0,5.508114751171353
114,1121,164230,4.0,4.744448285988812
115,1121,107040,6.0,5.6060929620529745
116,9882,12260,6.0,6.0
117,14663,52602,4.0,4.956935023798088
118,17308,45660,5.0,4.478823170445224
119,928,65190,6.0,4.436104159702615
120,21750,41800,6.0,5.720792044746668
121,5088,5485,6.0,5.318409193051556
122,6917,69399,5.0,5.184463509036065
123,17137,30713,6.0,5.478839821370188
124,762,124484,6.0,4.502832195409645
125,762,139822,6.0,5.666387937548739
126,762,267,6.0,5.698479509539186
127,2136,110119,5.0,5.443627454109187
128,2136,148992,5.0,5.380572122706058
129,2304,64601,6.0,6.0
130,2997,128535,6.0,5.685899148592231
131,2997,61560,6.0,5.383277877524989
132,11866,104640,6.0,5.781470806754274
133,137,42272,6.0,5.746006673598815
134,137,147057,6.0,5.594508965097831
135,137,161263,6.0,6.0
136,137,86018,6.0,5.961955478631359
137,137,128087,6.0,5.889482704300867
138,137,37162,5.0,5.711876532947671
139,8385,91768,6.0,4.595579509624828
140,386,77138,5.0,6.0
141,386,95186,4.0,5.303002307884455
142,386,122488,6.0,6.0
143,386,160494,6.0,6.0
144,6064,44367,6.0,5.747458006597674
145,1359,1921,6.0,5.060942548204605
146,552,103336,6.0,5.5725445757010705
147,552,83359,6.0,4.971259558054939
148,552,133437,6.0,5.076286673162254
149,552,21258,6.0,5.049482639902335
150,552,132314,6.0,5.320415012275717
151,552,25912,6.0,5.1249789132800965
152,552,152495,1.0,4.597267614823526
153,552,157749,5.0,5.826119200453629
154,7880,48058,6.0,5.727779394856995
155,5442,129494,6.0,4.952291420400294
156,5442,166074,6.0,5.031103797845507
157,276,50878,6.0,5.930628437688948
158,276,33065,6.0,6.0
159,17269,102591,4.0,4.624033530790053
160,4497,52463,6.0,5.848911448490397
161,4497,172451,6.0,5.39268422528189
162,4497,82121,6.0,6.0
163,17020,132583,6.0,5.868223657103685
164,1770,56077,1.0,3.9297323915973488
165,1770,55559,6.0,4.230040754248202
166,2408,70144,6.0,6.0
167,17896,33563,6.0,5.248671945997123
168,275,135287,6.0,5.477562126396702
169,275,85066,6.0,4.757799123024484
170,275,29415,6.0,6.0
171,275,47771,6.0,5.677926352635992
172,275,146204,6.0,5.807331458333082
173,275,159785,6.0,6.0
174,275,979,5.0,5.647366760079817
175,275,113774,6.0,5.6677124618860795
176,275,55521,6.0,5.579416977618952
177,275,84482,6.0,5.644343584039415
178,275,165334,6.0,5.704769803722133
179,275,129817,6.0,6.0
180,275,168733,6.0,6.0
181,275,66318,6.0,5.759938368183948
182,275,84796,6.0,5.701353397918145
183,13493,135342,6.0,4.704339123738469
184,6249,135369,6.0,5.089485103328636
185,103,86408,6.0,5.469062281462478
186,103,178073,1.0,5.7191059766320205
187,103,158362,6.0,6.0
188,103,43513,6.0,5.496576166515996
189,14050,135761,6.0,4.579194621943159
190,5208,93410,6.0,5.624704850036531
191,636,137277,6.0,4.366825504761031
192,636,109305,6.0,5.5715751595008625
193,636,143947,6.0,5.1939435302445975
194,10360,122019,6.0,5.682769537067152
195,1595,106142,5.0,5.2458602181503675
196,1595,92748,6.0,4.810632333919631
197,12918,138181,6.0,5.343151453613675
198,12918,11144,6.0,4.998710303004872
199,3336,132677,6.0,5.295182430302829
200,3336,175105,6.0,4.838484361567527
201,4346,22579,6.0,5.668724160827412
202,4346,28790,6.0,5.484516555327039
203,11357,8666,6.0,5.786607181963555
204,1839,10830,6.0,5.2772483445255824
205,1839,40017,6.0,5.600021732056018
206,51,111119,6.0,4.774870231745982
207,51,114312,6.0,5.369579317869667
208,3822,64188,6.0,5.790928484572948
209,5598,30824,6.0,5.588320643440207
210,5598,81909,6.0,5.925025665884344
211,590,15158,6.0,4.96745833114544
212,590,103294,6.0,4.7156590660934095
213,590,165036,6.0,4.85902125457067
214,5003,64261,5.0,5.002939215759563
215,1074,361,6.0,5.8016375691078
216,14131,31965,6.0,3.296073798545985
217,5885,61480,6.0,4.318468438408986
218,5885,114803,5.0,4.01634817549707
219,5885,2958,6.0,4.428362288691745
220,19251,127083,6.0,3.731117930261199
221,5622,147036,5.0,5.59093442515122
222,9341,28650,6.0,5.152268645556749
223,1336,76859,1.0,3.5612679795752338
224,1336,147977,5.0,4.702194406087296
225,7465,23116,6.0,5.042071049485318
226,4528,132445,5.0,4.8757281134441
227,7140,4790,6.0,5.566824876192195
228,11040,53595,6.0,5.678633606700928
229,11040,38432,6.0,5.988056019882986
230,11040,8252,6.0,5.622160499266909
231,9406,147313,6.0,4.587244212923151
232,6722,105392,6.0,5.766797418501704
233,5441,17676,5.0,3.494291474643318
234,2336,31827,6.0,5.494366206713972
235,2336,63806,6.0,5.791854079686161
236,2336,109491,5.0,4.603093180226369
237,9275,96302,6.0,5.85087144780819
238,1377,12127,6.0,5.326003111257228
239,1377,100022,6.0,5.633842320860061
240,498,24634,6.0,5.566161939154187
241,498,2597,5.0,5.238952757113764
242,498,57976,6.0,5.573983508975126
243,498,154490,6.0,5.22593620831859
244,498,151794,6.0,5.635543345221132
245,8167,149405,5.0,5.245709168904153
246,13349,47717,6.0,5.829995553580522
247,2327,59949,6.0,5.086647178767335
248,2327,163100,6.0,5.5826763062035205
249,22920,90678,6.0,4.515808954634355
250,17530,151910,6.0,5.258392126462302
251,8638,8674,4.0,5.354283791625851
252,9084,28163,6.0,5.768825407682265
253,9084,102211,6.0,5.124317463174141
254,9084,83436,6.0,5.9253788340282
255,9084,103297,6.0,5.873247589303435
256,2425,32780,5.0,5.234941406256529
257,2425,164474,6.0,4.614528444287524
258,2425,37588,5.0,6.0
259,2425,158151,6.0,5.572347263241994
260,1137,87781,5.0,5.760455879575474
261,12233,100795,4.0,5.565180722419181
262,12502,113765,6.0,3.2920437262535556
263,752,13778,6.0,6.0
264,752,60309,6.0,5.853946553766111
265,752,173110,6.0,5.86448489284918
266,752,157339,6.0,5.860610933975813
267,395,63463,5.0,4.916285415402033
268,395,162356,5.0,4.42351817783166
269,395,76947,5.0,4.681606532353346
270,1200,153492,6.0,5.126744188315113
271,1200,45675,6.0,5.426154564202579
272,1200,146821,5.0,5.55705500558202
273,5416,154511,6.0,6.0
274,5416,86860,6.0,5.305113082088923
275,3049,134105,6.0,5.741915231197268
276,541,31430,5.0,5.203617017833741
277,541,129516,4.0,5.273981379848502
278,541,164690,6.0,5.15798725827839
279,541,92217,6.0,4.871374510908595
280,541,129903,6.0,5.386305835727684
281,1112,53183,6.0,5.674094992465496
282,3460,6569,6.0,6.0
283,3460,35402,6.0,6.0
284,753,81066,5.0,4.7505615456045165
285,753,85708,3.0,4.446087663478676
286,753,78593,4.0,4.961449757995372
287,753,130596,6.0,4.0624730733938
288,1996,96114,6.0,5.724478928108962
289,1996,96642,6.0,5.7688649474539995
290,3604,46522,6.0,5.496918531524817
291,3604,72311,6.0,5.738130358593041
292,18208,43748,5.0,5.256193707190965
293,7723,61029,5.0,5.555017085510264
294,7723,145612,5.0,5.867092820182494
295,3521,4294,6.0,6.0
296,1185,155954,5.0,5.894818307655632
297,1185,67049,6.0,5.573108199941422
298,1185,125946,5.0,5.474517371779967
299,11067,77703,6.0,5.5004761098828965
300,3436,82370,3.0,5.074811057371952
301,8,156041,6.0,5.202941712644062
302,8,149244,6.0,5.570917056029459
303,8,11814,6.0,4.823663000297954
304,4773,25290,6.0,6.0
305,4773,106785,6.0,6.0
306,13910,119749,6.0,5.518852552165726
307,13910,109747,6.0,5.675649162031043
308,359,156061,6.0,5.810703914079493
309,359,48614,6.0,5.89696013379359
310,3029,46796,6.0,4.791193570340098
311,2749,100344,6.0,5.007340721604855
312,2749,154981,6.0,5.480110696344302
313,13559,50265,1.0,4.068352948375954
314,4150,64203,6.0,5.310155531894923
315,100,156373,6.0,5.878345208327173
316,100,68893,6.0,5.926858116420135
317,100,104669,6.0,5.415852082709237
318,100,172029,6.0,5.531613103538345
319,100,86859,6.0,5.453785798499141
320,100,14311,6.0,5.523246837126753
321,100,163323,6.0,5.337551675216572
322,100,9203,6.0,5.671808182995371
323,100,170724,6.0,5.678122152602534
324,100,139664,6.0,5.760796403048309
325,14957,156352,6.0,5.607046138054832
326,16237,132020,1.0,5.581189872412318
327,2457,102112,6.0,5.957326051963056
328,1911,50909,6.0,5.194464135713412
329,3559,119437,5.0,5.007622314261859
330,3559,55802,5.0,4.739293567263593
331,8535,106123,6.0,6.0
332,1149,127741,6.0,5.775260372405288
333,23849,152911,6.0,2.6583570248920196
334,16964,124277,6.0,5.483948266857301
335,1598,10393,5.0,5.504405220618857
336,1589,99080,6.0,5.436382555814358
337,1052,1074,6.0,5.211829084831783
338,3578,85047,5.0,5.430459633801198
339,19831,65109,6.0,4.57785878931531
340,1709,32937,5.0,5.230070621975288
341,1709,146919,6.0,5.40439518204066
342,1709,87550,6.0,5.5271793652178385
343,1709,12394,6.0,5.314000011046826
344,1709,157774,1.0,5.01616087266181
345,7213,70141,6.0,5.166155291721624
346,1692,64350,5.0,5.145260361917871
347,1692,167628,6.0,6.0
348,1692,97040,6.0,5.865629853899084
349,5487,2671,6.0,5.954456966894273
350,8350,136789,6.0,6.0
351,2009,32511,6.0,5.79275073248766
352,4389,54684,6.0,5.589505014480903
353,4389,123074,6.0,5.5256096190258
354,2769,32135,6.0,6.0
355,3556,30391,5.0,4.822266662870742
356,3556,140161,6.0,5.463371373202839
357,3556,102676,6.0,5.083443762579999
358,315,101542,6.0,6.0
359,315,56058,1.0,4.623061097090146
360,315,74426,6.0,5.397829795427587
361,20153,78213,5.0,5.3974905162293565
362,21168,157499,6.0,5.610155731049284
363,10644,119515,5.0,5.020533039046305
364,198,21304,1.0,4.475214402287553
365,17474,147317,5.0,3.821406238608942
366,372,103767,6.0,4.839478325848093
367,372,145305,6.0,5.71055895771932
368,1267,147383,6.0,5.578655352068231
369,2190,162529,6.0,5.932781212234888
370,15869,77154,6.0,5.543485823003266
371,508,100387,6.0,5.327039782338143
372,508,32188,5.0,5.145394827169501
373,4514,40601,6.0,4.27030295511582
374,4514,124549,4.0,4.137818239991889
375,1174,77737,6.0,6.0
376,1391,92497,6.0,5.011896408438904
377,8452,5193,6.0,3.6509825586735785
378,37,92216,6.0,6.0
379,37,16347,6.0,6.0
380,37,44577,6.0,5.97119354141743
381,12655,50085,5.0,5.458175199621553
382,561,65899,6.0,6.0
383,561,128461,6.0,5.761352265127481
384,561,35229,5.0,5.560715473788538
385,462,8026,6.0,5.318510413764358
386,462,160849,5.0,5.027630251548434
387,15344,141217,6.0,5.609975050024943
388,13523,38016,5.0,4.448858291194328
389,11872,94258,6.0,5.314442739082404
390,2849,119308,5.0,5.390644929739571
391,3002,72207,6.0,4.463828713392352
392,201,45106,6.0,4.217766065027032
393,15414,129439,5.0,5.82774546732019
394,15414,154502,5.0,5.594490937259529
395,3112,163678,6.0,5.464759786204815
396,3112,141005,6.0,5.362857834199325
397,6727,3660,4.0,5.242244936005584
398,271,163671,4.0,5.377377485713103
399,271,19549,6.0,5.8963490643395495
400,7595,161936,6.0,6.0
401,19901,48168,5.0,4.582723325499503
402,839,279,6.0,5.376066938933642
403,831,86960,6.0,5.31229958979382
404,831,17321,5.0,6.0
405,831,6773,6.0,5.323158177831605
406,831,30124,6.0,5.564647942137139
407,831,84100,6.0,5.733654858772722
408,831,158289,6.0,5.550037297975672
409,467,107662,5.0,4.964049126959244
410,467,153154,6.0,5.28776310802569
411,11236,160708,6.0,4.655333736382856
412,274,61264,6.0,5.599695253989704
413,274,147198,6.0,6.0
414,274,9712,6.0,5.995953923957272
415,274,39934,6.0,5.920200267955403
416,16205,11762,6.0,4.711154387642514
417,1034,84206,6.0,5.545948799909208
418,1034,99318,6.0,6.0
419,5626,8523,6.0,5.228143915511083
420,772,35380,5.0,5.338848502272334
421,22791,85056,6.0,5.454295121219313
422,128,157680,6.0,5.998341750303195
423,128,170115,6.0,5.393684052234941
424,128,67440,6.0,6.0
425,128,48069,6.0,5.897596800024086
426,128,140485,6.0,4.850709053245105
427,128,122721,6.0,5.592792698847178
428,128,75721,6.0,6.0
429,128,141431,6.0,5.80982780386185
430,128,63559,6.0,5.551632132329477
431,128,163518,6.0,5.3949312625768915
432,128,47715,6.0,5.889695923671125
433,128,37229,6.0,5.622239722880771
434,128,61961,6.0,5.847247020206521
435,11763,65619,6.0,5.844530118527986
436,13963,50710,6.0,4.143649702847579
437,2907,13041,6.0,4.937937500146569
438,9914,136883,6.0,4.173465701570672
439,3840,140744,6.0,5.126952785498178
440,3840,104569,6.0,4.765135851709277
441,3840,15307,6.0,4.9773948908828345
442,12676,13489,6.0,5.018599667660041
443,17853,160947,6.0,5.386997205952643
444,2891,24565,5.0,3.8671819831278436
445,2891,54293,6.0,5.092529408451151
446,2891,52859,5.0,4.980753829452104
447,2891,90182,6.0,4.597437190527015
448,2891,40335,5.0,5.082476059700133
449,6937,3820,4.0,3.9185845546694185
450,21661,147765,6.0,5.547121831712655
451,21661,143200,6.0,5.648291769126829
452,7349,108032,6.0,5.43063190384941
453,7349,59116,5.0,3.5743165871939575
454,3644,52651,6.0,5.527651613660988
455,3644,53507,6.0,4.935535522188828
456,3644,90959,6.0,5.773910337963524
457,3644,54333,6.0,5.55441653066307
458,2547,131918,2.0,4.612883244388339
459,2547,156577,6.0,4.349908681837689
460,11783,74052,6.0,5.375943981526908
461,11783,92697,6.0,4.8070407552424115
462,829,4162,5.0,5.365717145231641
463,829,64301,6.0,5.171104552153161
464,829,47472,6.0,5.414011128189674
465,829,130317,5.0,5.382600617058894
466,24884,134551,1.0,1.0
467,1304,90427,6.0,5.316880989050468
468,1304,76205,6.0,5.772906558771852
469,1304,102581,6.0,5.61631932755445
470,1304,87596,6.0,5.9212249815382
471,1304,20685,5.0,5.700170507921809
472,2031,127852,5.0,5.2498894310027495
473,2031,41559,5.0,5.4056474393768745
474,1825,143310,1.0,5.195574027364074
475,1825,97459,6.0,4.6168840240334434
476,15976,39192,6.0,5.002634860547123
477,23710,69585,6.0,5.12097533727109
478,1966,115099,4.0,5.399884040351354
479,1966,37729,6.0,5.089360230982116
480,1966,113077,6.0,5.71227766872182
481,1966,82291,6.0,6.0
482,1966,80011,6.0,5.581476849555015
483,2042,164752,6.0,5.852512763295015
484,2042,147507,6.0,5.756790776605011
485,6069,167753,5.0,4.892216740957678
486,10092,12074,6.0,5.1537374490351775
487,9583,167743,6.0,4.544178660952857
488,23162,85063,6.0,4.2328609618652
489,16080,64712,5.0,5.944563312955053
490,16080,65200,5.0,5.426470992575774
491,8970,7480,6.0,4.7986151545574485
492,5309,121513,6.0,5.582365715786452
493,5309,162858,6.0,5.392912958802329
494,1338,114945,6.0,4.444557253822488
495,1338,25093,5.0,5.650173192273727
496,3,21493,6.0,5.6991150144401725
497,3,80957,6.0,5.9902624032869705
498,3,34439,6.0,5.925838144269864
499,3,61938,6.0,5.4884520034099245
500,3,163193,6.0,5.825960822652348
501,3,20203,6.0,5.519121668481787
502,3,22399,6.0,5.787433224680564
503,3,164568,6.0,5.7684078511091
504,3,11831,6.0,5.388437606733291
505,3,78224,6.0,4.972886155162195
506,17,28195,6.0,5.781255701058091
507,17,87802,6.0,5.655500609807427
508,17,178044,6.0,5.854331596948764
509,17,64190,6.0,5.684995767857318
510,17,120,6.0,5.41630805804091
511,778,141777,6.0,5.820192710398942
512,778,120534,6.0,5.504832245345992
513,778,86306,5.0,5.609055070525253
514,778,158806,5.0,5.867336982544791
515,778,27355,5.0,5.8511636089275845
516,778,30431,6.0,5.273395972875675
517,778,111034,6.0,5.490362585061158
518,746,167961,6.0,4.804648586085866
519,746,57401,6.0,5.696083756740398
520,6321,168038,6.0,5.565137565157325
521,6321,99682,6.0,5.615750656218841
522,6321,16678,6.0,5.363419398643394
523,16555,61043,6.0,5.609014802080647
524,14422,151590,6.0,5.804414036506715
525,8156,78960,6.0,5.583662290529812
526,1347,91247,6.0,5.746491288157083
527,1347,16219,6.0,4.289464921335477
528,1431,52522,5.0,5.282486267668189
529,1431,31260,6.0,5.516590701297505
530,1431,160680,6.0,5.455776114258889
531,1431,87422,5.0,5.349283338291789
532,1431,61969,5.0,5.629602487633963
533,1431,60370,6.0,5.8728872872040805
534,693,79587,6.0,6.0
535,693,35635,6.0,6.0
536,693,82053,6.0,5.874181340524177
537,693,76181,6.0,6.0
538,693,13879,6.0,4.870083916265363
539,6086,113928,5.0,5.095336423066004
540,567,48143,6.0,4.5031487261349445
541,567,34296,6.0,4.595940479053129
542,2377,142183,1.0,5.681033054159056
543,1573,82283,1.0,4.914632362646577
544,1573,83519,6.0,5.364656857801701
545,1573,93880,6.0,5.133144504520978
546,10086,124238,6.0,4.229898398731365
547,10086,109766,1.0,3.9808668101412628
548,3015,56388,6.0,5.968810695431588
549,3259,69097,6.0,5.547366592238496
550,3259,137597,6.0,6.0
551,3259,58875,6.0,5.6913605447011175
552,20341,99184,6.0,5.038438707768038
553,11329,47500,5.0,5.143628180827349
554,6277,4177,6.0,5.518108373659667
555,1039,69972,6.0,3.651676019286333
556,993,18007,6.0,5.478794241376607
557,7318,48236,6.0,6.0
558,7318,45391,6.0,6.0
559,210,148935,6.0,5.889461720696892
560,210,119544,6.0,5.310488448976297
561,210,106202,5.0,5.452567299754034
562,14394,13833,6.0,3.192617337107032
563,4217,1783,5.0,5.344246050474983
564,11452,12178,6.0,5.1965970325230755
565,12949,28879,6.0,5.529696062116454
566,5408,80096,6.0,6.0
567,5408,115557,6.0,5.645704210784612
568,12085,9574,6.0,4.6283433252059885
569,1941,158930,6.0,5.8659774569982215
570,1941,85542,6.0,5.956624755470424
571,5154,129522,6.0,5.503709930329144
572,2140,95540,6.0,5.482292160780194
573,1194,32886,5.0,5.289537870841684
574,1393,7926,6.0,5.072265132105186
575,2048,13886,1.0,4.962648499131917
576,4351,151311,6.0,5.569111712536123
577,4351,151146,6.0,5.147705847432078
578,209,149048,6.0,4.7615204196060725
579,209,14290,5.0,4.686744268614906
580,6067,47335,6.0,5.679698033633338
581,6290,107197,6.0,5.708150652394764
582,6290,94801,6.0,5.321190402514048
583,6290,97305,1.0,6.0
584,7103,111865,6.0,4.744125363246514
585,12378,139149,6.0,4.634952589029729
586,10483,57203,3.0,4.806546424707386
587,901,4683,6.0,6.0
588,901,115659,6.0,6.0
589,901,38427,6.0,5.899554034637295
590,901,72204,6.0,6.0
591,696,151452,6.0,5.606850768172963
592,696,31671,5.0,5.797292754780071
593,2961,34215,5.0,5.237816323288745
594,2961,54644,6.0,5.860512180789347
595,9418,124230,1.0,5.9050362538001915
596,3575,137900,6.0,5.606030246227559
597,3575,27335,6.0,5.575899734199279
598,423,66996,6.0,4.678926703083599
599,423,9501,6.0,5.876304335848375
600,423,32734,6.0,5.698846557734252
601,12133,14169,6.0,6.0
602,12133,100654,6.0,5.832265148965239
603,4590,53910,6.0,4.591577065891446
604,1322,39762,6.0,6.0
605,1322,89074,6.0,4.544012758100471
606,1322,505,6.0,5.646886047978381
607,105,129664,6.0,5.227420940449097
608,105,68100,6.0,5.693682551899541
609,105,21452,5.0,5.84194022312918
610,4563,105678,6.0,3.1446391891078127
611,330,124567,5.0,5.144514652574877
612,330,73519,5.0,5.625673763863154
613,330,172148,1.0,5.440691630038274
614,330,67745,6.0,5.555580616538689
615,803,87717,6.0,5.242709736428291
616,803,29952,6.0,4.9738810371183
617,803,118051,6.0,4.815416636933078
618,803,102029,6.0,4.703292216594023
619,803,65133,1.0,5.184198596197646
620,4509,1944,6.0,4.379612969424103
621,1963,161791,5.0,5.778139002497901
622,1963,148228,5.0,5.374707509831345
623,1963,19247,6.0,5.476220703531349
624,1963,112411,6.0,5.375250465352628
625,1963,133247,6.0,5.569428296939769
626,2429,55907,5.0,5.090382049106577
627,10552,164496,6.0,4.1749086983930015
628,2536,2088,6.0,4.87065134880255
629,2536,35703,6.0,5.054994099804464
630,1379,157879,5.0,4.84227053254598
631,1379,158424,5.0,4.90945574989306
632,1379,18870,5.0,3.9351647073901197
633,6556,99969,6.0,6.0
634,19881,155664,6.0,4.902962401378125
635,12408,168469,6.0,4.765125274302884
636,824,61274,6.0,4.930296519969309
637,824,42566,1.0,5.959484002198049
638,1569,3754,4.0,4.98342882838329
639,1569,150546,5.0,4.824319080985511
640,1569,76381,6.0,5.334776787190507
641,1569,32722,6.0,4.858462559232981
642,1569,66747,6.0,4.613259461500916
643,1569,5360,6.0,4.068401818511236
644,3530,97240,5.0,5.709635784504459
645,3530,7673,6.0,5.696476585448234
646,82,153532,6.0,6.0
647,82,157037,6.0,5.813700276797892
648,82,80449,5.0,5.459336522291521
649,82,116421,6.0,6.0
650,82,156947,6.0,5.680771369855823
651,82,155736,6.0,6.0
652,82,99469,6.0,5.950110987437245
653,82,136367,6.0,6.0
654,82,171761,6.0,5.6932330056884135
655,82,28523,5.0,5.52921130807904
656,322,128111,6.0,5.241240310209723
657,322,58158,6.0,4.817658313750887
658,322,165388,6.0,5.368871499228596
659,10,110391,5.0,6.0
660,10,176014,6.0,5.843148138564091
661,10,94684,6.0,5.094275039900509
662,10,153379,6.0,5.781173284991136
663,2794,112981,5.0,5.451360815559798
664,3754,29165,6.0,5.448665588205845
665,4881,122779,6.0,4.887083868086404
666,6713,171598,4.0,4.407418898226848
667,6543,39146,6.0,4.789647973336037
668,358,103960,5.0,4.896846026495288
669,358,15940,6.0,5.45015203759351
670,358,88401,6.0,5.745688344532064
671,13339,11908,6.0,4.82409102937468
672,863,60958,4.0,4.116915508534068
673,14400,59702,6.0,4.505723613276878
674,13524,75591,6.0,5.770338244283674
675,2225,119173,5.0,5.102352682442668
676,12308,53102,5.0,5.752603143075466
677,5031,4126,6.0,5.295268396985773
678,2741,54613,6.0,5.231211559634554
679,2741,47680,6.0,5.358975452360997
680,2741,9461,6.0,6.0
681,7347,126204,5.0,4.195233513930668
682,7347,85162,6.0,4.588565125555416
683,84,116572,4.0,4.767786797458994
684,1192,8003,6.0,5.562698032511211
685,1192,177796,6.0,5.28917811808207
686,1192,166064,6.0,5.270090845141677
687,1192,155279,6.0,5.662927081138822
688,1192,177638,5.0,5.570650734301024
689,1353,72436,6.0,5.600798731816963
690,14280,139267,6.0,5.978839109687284
691,86,103986,6.0,5.821859279352282
692,3178,96565,5.0,4.855677795864513
693,9564,6444,6.0,5.5470439447767195
694,9593,71574,6.0,5.4016930691154705
695,9593,120400,5.0,4.659673669305457
696,27,40699,6.0,5.1916157273282835
697,27,40343,6.0,4.844715563790632
698,16988,140994,6.0,5.532783239870742
699,13544,41159,6.0,4.133352661140329
700,10545,45632,6.0,5.406225483717622
701,1035,93195,6.0,5.076760634738721
702,1035,97469,6.0,5.371693096698858
703,11434,53667,6.0,5.5902937778373545
704,846,89947,5.0,6.0
705,846,21814,6.0,5.902760540276718
706,846,34390,5.0,6.0
707,846,113431,6.0,5.885579232028311
708,846,146982,6.0,6.0
709,846,79922,6.0,6.0
710,6036,36005,6.0,5.705543615168647
711,3290,72253,6.0,5.38389538681133
712,619,15076,6.0,5.290879103037419
713,619,9005,5.0,5.4283645374759715
714,10405,55598,6.0,4.965191911882744
715,10405,162813,6.0,4.8704775702040894
716,363,57768,5.0,4.380680665724239
717,363,109508,6.0,4.80172468669779
718,353,93051,5.0,4.131167108934189
719,353,156330,5.0,5.024775027052409
720,1048,39515,5.0,5.522178618522863
721,1048,120664,6.0,6.0
722,1048,136051,6.0,6.0
